sent1,sent2,label
metaphor. To indicate that the restrictions were lessened or eased up.,"literal. The word ""relaxed"" is being used in its literal sense to mean loosening restrictions.",1
literal. Literal action being taken to loosen or reduce pressure on the rope.,"literal. The phrase is referring to physically loosening the tension on a rope, not figuratively.",0
literal. It directly describes the physical act of becoming less tense or stressed.,literal. The physical act of taking a hot bath has a direct and tangible calming effect.,0
metaphor. Trauma and historical damage cannot be undone or fully healed.,metaphor. Repairing suffering and losses cannot fully heal the emotional and physical damage inflicted.,1
"metaphor. Revive means to bring back to life or restore. In this context, it means to restore interest or popularity.","literal. Revive means to bring back to life or restore, which applies to style of opera.",1
"metaphor. Hot soup provides comfort and warmth, restoring energy and revitalizing the body and spirit.",literal. Soup is a physical substance that can provide nourishment and energy to a person.,1
"literal. Revive means to bring back to life or consciousness, not just metaphorically.","literal. The word ""revived"" is used to describe the medical process of bringing someone back to consciousness.",0
metaphor. No physical tearing occurred; verbal attack or criticism was delivered forcefully instead.,"metaphorical. The candidate is not physically tearing into his opponent, but verbally attacking them.",1
"literal. Describing a physical action, literal meaning, no implied symbolism or metaphorical interpretation.","literal. The word ""ripped"" describes a physical action of tearing the curtain from top to bottom.",0
literal. Rooting is the actual behavior of pigs searching for truffles with their noses.,literal. The pig is actually using its snout to search for truffles in the ground.,0
"metaphor. To indicate a change in responsibilities or tasks, gaining experience in different areas.",literal. Interns are physically moving to different positions or departments for a set period of time.,1
"metaphor. Prevent soil depletion, reduce pests and diseases, improve soil fertility, and increase crop yields.","literal. The word ""rotate"" is used to describe the physical act of changing crop positions.",1
"metaphor. It will provoke strong emotions or reactions, causing discomfort or controversy.","metaphorical. Ruffle refers to upsetting or disturbing people, not physically moving fabric.",1
"literal. Describes physical action of bird fluffing up feathers for warmth, display, or communication.","literal. The word ""ruffled"" is describing a physical action that birds actually do with their feathers.",0
"literal. ""Ruffle"" is used to describe physically disturbing the fabric, not creating a decorative effect.","literal. The word ""ruffle"" is used in its literal sense to describe the action of the seamstress.",0
"literal. The sugar will clog the fuel system and damage the engine, causing irreversible harm.","literal. Pouring sugar in the tank will physically damage the car's engine, causing ruin.",0
"metaphor. To add flavor, spice up, make more interesting or engaging.",metaphor. Lectures are not physical objects that can be seasoned with salt.,1
literal. To preserve meat and prevent spoilage.,literal. Salt was used to preserve meats on ships to prevent spoilage.,0
metaphor. To emphasize the strong and unpleasant smell.,"literal. Sensory experience of smell is described directly, indicating a real stench.",1
"metaphor. To quickly look over or skim the information, not conducting a detailed or thorough reading.","literal. Scanning typically refers to quickly reading or looking over something, which fits the context.",1
"literal. Describes a literal action of examining an image for medical purposes, not a metaphorical scan.",literal. Surgeons physically examine X-rays to evaluate the condition of a patient's body.,0
metaphor. To indicate gathering or collecting a small amount of money through effort and resourcefulness.,"metaphor. Money cannot be physically scraped together, it implies gathering or collecting.",1
literal. Literal action of the cat using its claws to scratch or claw at the armchair.,literal. The action of a cat physically scratching or pawing at the armchair.,0
literal. Because it means to take control or possession of something by force or authority.,"literal. Refers to physically taking control of something, as opposed to a figurative interpretation.",0
literal. It is a literal statement about the brothers' occupation or business activity.,"literal. The sentence describes a direct action of selling shoes, not using metaphorical language.",0
"metaphor. It implies disruption, surprise, and emotional impact, like physical shaking would.","metaphorical. Emotions cannot physically shake hopes, indicating a figurative impact on emotions.",1
metaphor. To improve and strengthen the persuasiveness and effectiveness of our arguments.,metaphor. Arguments cannot be physically sharpened; this phrase suggests improving or strengthening arguments.,1
"metaphor. Enhances focus and clarity, improving perception and understanding.",literal. The drug physically improves vision by enhancing focus and clarity.,1
"literal. Literal meaning of ""shed"": to release tears due to strong emotions or sadness.","metaphor. Tears cannot physically be shed like skin, indicating an emotional release rather than physical shedding.",0
metaphor. To convey the image of giving an abundance of gifts to someone in a generous manner.,"metaphor. Presents are not actually being showered on her, it is an expression of abundance.",1
"metaphor. To indicate carefully searching or examining for something, such as clues or hidden dangers.","literal. Soldiers physically searched through the woods, suggesting a physical sifting action.",1
metaphor. To carefully examine and analyze the information for important details or insights.,literal. Sifting information is a common metaphor for sorting through and analyzing data.,1
"metaphor. The kettle is not literally capable of singing, it is making a whistling noise when boiling.","literal. Kettles make a whistling sound when boiling, creating the metaphor of singing.",1
literal. Describing a literal action of making music with the voice while preparing food.,"literal. The sentence describes a person actually singing while cooking, not using singing as a metaphor.",0
"metaphor. Court of law does not physically sit, rather it refers to when it is in session.","literal. Refers to the physical action of convening or meeting, not a metaphorical sitting.",1
metaphor. Because it implies forceful and effective action taken by law enforcement to dismantle criminal activity.,literal. Indicates physical destruction or dismantling of a criminal organization.,1
"literal. Describes forceful impact and damage caused by collision, not a metaphorical action.","literal. The word ""smashed"" describes a physical collision between the car and the guard rail.",0
"literal. Because it describes covering something completely, not stifling or suffocating it.","literal. The verb ""smother"" implies covering something completely, which is the intended action with gravy.",0
"metaphor. Expressing disapproval or disdain, showing lack of respect or approval for something or someone.",literal. Snorting is a physical action that can be done to express contempt or disdain.,1
"literal. Literal action of planting seeds for growth, not referring to a female pig.",literal. The phrase describes physically scattering sunflower seeds onto the ground for planting.,0
metaphor. The workers perform a repetitive action or task every four hours.,"literal. The word ""spell"" is used in the context of taking a break or shift rotation.",1
metaphor. Indicates a prediction or indication of impending difficulty or danger.,"metaphorical. Trouble cannot be physically spelled out, indicating a figurative meaning.",1
metaphor. to describe the way the snow covered the mountain in a sudden and scattered manner.,"literal. Snow physically covers the mountain, suggesting a visual image rather than a comparison.",1
literal. Describing a physical action of water being moved and dispersed by someone's movements.,"literal. The word ""splash"" is describing the physical action of moving water forcefully.",0
"literal. Physical transfer of liquid onto surface, visible staining, specific location indicated.",literal. The wine physically left spots or stains on the tablecloth.,0
"literal. Spot means to become marked or stained easily, not metaphorically in this context.","literal. The dress actually develops spots or stains easily, indicating a physical characteristic.",0
literal. It describes the physical act of using a spray bottle to dispense water onto someone.,"literal. The word ""spray"" is used to describe the action of physically spraying water.",0
literal. Literal description of water being dispersed in small droplets onto the floor.,literal. Water physically dispersed in small droplets due to pressure from a container.,0
"metaphor. Language is intangible and can be metaphorically ""spread"" like a physical substance.",metaphor. Language cannot physically spread; it is figurative language to describe widespread adoption.,1
literal. Describing literal physical movement or expansion of a disease or illness within a population.,"literal. The word ""spread"" is referring to the physical movement of the infection from person to person.",0
literal. It describes the physical action of applying cheese onto the bread surface.,"literal. The word ""spread"" is used to describe physically spreading cheese onto the bread.",0
metaphor. To indicate readiness or determination.,literal. Describing physically adjusting the position of his shoulders to be straight and squared.,1
metaphor. To convey the overwhelming and surprising amount of bills she received for rebuilding her house.,"literal. Describes being overwhelmed by the amount of bills, not a figure of speech.",1
"literal. Describes unsteady, uncoordinated movement due to intoxication, not figurative or symbolic.","literal. Describes physical movement due to intoxication, not a comparison or figure of speech.",0
"metaphor. Lack of growth, innovation, investment, and competition can lead to stagnation in the industry.","metaphor. Industry is not capable of physical movement, so the term must be metaphorical.",1
literal. Due to lack of movement or circulation in the blood vessels.,literal. Blood can physically accumulate and remain in capillaries without flowing properly.,0
metaphor. Both involve extracting or retrieving something valuable or essential from a source.,literal. Refers to physically pressing down on fruit to extract juice.,1
"literal. To inquire about a physical action or process, not as a metaphorical representation.",literal. Asking if the letters have been marked with postage for mailing.,0
"metaphor. Intense competition, desire for profit, and need to stay relevant in the market.","metaphorical. Companies cannot physically stampede, indicating a rush or competition to release software.",1
"literal. Thunderbolts create loud noises and vibrations, which can cause animals to panic and stampede.",literal. Thunderbolts can create loud noises and cause animals to panic and run in a stampede.,0
literal. To indicate the ship was powered by steam propulsion and moving away from the shore.,"literal. Steam is used to power ships, so in this context it is being used literally.",0
"metaphor. It implies overpowering and crushing force, similar to a steamroller flattening obstacles in its path.","metaphor. Opposition is not literally being flattened by a steamroller, but overpowered or defeated.",1
metaphor. The new teacher is forceful and overpowering in their actions or decisions.,metaphor. The new teacher does not literally flatten or crush things like a steamroller would.,1
literal. To compact and flatten the road surface for construction or maintenance purposes.,"literally. Steamrollers are heavy machines used to flatten roads, not a metaphorical action.",0
metaphor. - Indicates a continuous flow or abundance of sweat on her body.,"literal. Sweat was physically flowing down her body, indicating she was sweating profusely.",1
"literal. Describes the physical action of tears flowing, no metaphorical comparison is made to a stream.","literal. - Tears physically flowing down the face, indicating sadness or strong emotion.",0
"literal. ""Stuff"" is a verb indicating filling, not a noun referring to miscellaneous items.","literal. Feathers are physically being placed inside the pillow, not used as a metaphor.",0
"literal. Literal description of physical sensation, not metaphorical use of ""stuff.""","literal. The word ""stuffed"" is used to describe a physical sensation of blockage or congestion.",0
"metaphor. To indicate suppressing or controlling emotions, avoiding conflict, or maintaining composure in a situation.",metaphor. Anger cannot be physically swallowed; it means holding back emotions and remaining silent.,1
metaphor. To indicate hiding or suppressing emotions or thoughts.,metaphorical. Speech cannot be physically swallowed; she finished speaking the words.,1
metaphor. To indicate disbelief or skepticism.,"metaphorical. Implies skepticism or disbelief, not actually consuming a physical story.",1
"metaphor. Music cannot physically swell, but the volume and intensity increased dramatically to a peak.","literal. Music does not physically swell, but can increase in volume and intensity.",1
"literal. Describing physical action, literal meaning, cause and effect relationship between water and wood.",literal. Water physically causes the wood to expand or increase in volume.,0
"metaphor. The meat was completely covered and surrounded by the fatty gravy, creating a swimming-like appearance.","literal. Describing the meat as ""swimming"" suggests it is fully immersed in the gravy.",1
literal. The sentence describes a literal act of swimming in a body of water.,literal. Physical action described with specific details such as time and destination.,0
literal. It describes physically attaching the notice to the board with a tack or pin.,"literal. ""Tack"" is a verb that means to attach or fasten something with a tack.",0
"literal. Literal description of speech, not comparing to something else or using as a figure of speech.","literal. The word ""talk"" is used in its literal sense to describe speaking nonsense.",0
metaphor. Freedom was experienced and enjoyed by the ex-slave before her passing.,"literal. The ex-slave actually experienced freedom before she passed away, not a metaphorical taste.",1
"literal. The sentence describes a literal action of sampling wines, not a metaphorical experience or sensation.","literal. The word ""taste"" is used in its literal sense to describe sampling wines.",0
metaphor. It implies draining or depleting a resource (patience) through excessive demands or stress.,metaphorically. Patience cannot be physically taxed; it is an abstract concept.,1
"metaphor. The bus was traveling fast and loudly, resembling the sound of thunder.",literal. Thunder is used to describe the loud noise made by the bus as it moves.,1
literal. Tying flies is a literal action performed by fishermen for fishing purposes.,literal. Tying flies is a common practice among fishermen for creating fishing lures.,0
metaphor. To indicate completing or finishing an event or meal.,"literal. ""Topped off"" means to finish or complete with something, in this case, cognac.",1
"literal. ""Top"" is used literally to describe the star being placed at the highest point.",literal. It is describing the physical location of the star at the highest point of the tree.,0
literal. Literal action of physically following or drawing the shape of the figure in the sand.,literal. The sentence is describing the physical act of outlining a figure in the sand.,0
metaphor. Describing a sudden and dramatic change in behavior or appearance.,"literal. Indicates a physical change in form, not a symbolic or figurative transformation.",1
"literal. ""Transform"" is used literally to describe the conversion of energy into light.",literal. The sentence describes a physical process of converting energy into light.,0
literal. It describes the physical act of crushing grapes with one's feet to extract juice.,literal. Treading grapes refers to the physical act of crushing grapes to extract juice.,0
literal. Describing a physical action of digging or creating a trench for a military purpose.,"literal. The word ""trenched"" implies digging a trench, a physical action in this context.",0
"literal. Describes the physical action of carving letters into the stone, not a metaphorical meaning.","literal. Trenches are dug into the stone to carve the letters, not a metaphorical description.",0
"literal. Specific action of pulling or towing a vessel, literal description of the tugboat's job.","literal. The word ""tug"" is describing the physical action of the tugboat pulling the freighter.",0
"literal. Describing physical action, showing struggle or attempt to break free, literal interpretation of tugging.","literal. The word ""tug"" typically refers to a physical action of pulling on something.",0
"literal. Literal description of physical object, not figurative language or comparison.","literal. The cord is physically tangled or coiled, not being compared to something else.",0
"metaphor. Displacement, destruction, loss of homes and communities.","metaphor. People were not physically pulled out of the ground, but displaced from their homes.",1
"literal. No hidden meaning, directly investing wealth in sons, no symbolic significance or representation.",metaphor. Fortunes cannot be physically placed in people; it means she left her wealth to them.,0
"metaphor. To express the act of spending time with family, rather than just physically going to a place.",literal. Refers to physically traveling to see relatives in the country for a month.,1
"literal. It refers to physically going to a place, not a figurative or symbolic action.","literal. Asking about physically going to a location, not a metaphorical experience.",0
literal. Describes the rapid firing of gun shots in a repeated and continuous manner.,literal. Describes the action of multiple gun shots being fired in quick succession at the attackers.,0
"literal. Refers to physically styling hair, not wearing as in clothing or accessories.","literal. The phrase refers to physically styling one's hair in a specific manner, not metaphorically.",0
"metaphor. It implies a carefree, light-hearted attitude that dispels worries with ease.","metaphor. ""Whistle"" cannot literally remove worries; it symbolizes positivity dispelling negative thoughts.",1
"literal. Literal action of making a whistling sound to call someone, not a metaphorical reference.","literal. Whistling is a physical action used to call someone, not a metaphorical expression.",0
"metaphor. It implies a struggle, mental or emotional, to overcome feelings of inadequacy or self-doubt.","metaphor. ""Feeling of inferiority"" cannot be physically wrestled with, indicating a metaphorical use.",1
literal. The sentence describes an actual physical activity involving physical contact between the children.,"literal. The word ""wrestled"" is describing physical play between the children in the garden.",0
literal. The sentence is describing a literal action of traveling across the Atlantic Ocean by boat.,"literal. The word ""sailed"" suggests travel by boat across the Atlantic Ocean.",0
