literal. Because the light shining through the transparency may obscure details and make it difficult to see.,literal. The drawings are hard to see and have a roughened appearance,2
literal. To investigate and analyze data to gain insights and understanding about American's use of treatments.,"literal. To analyze, investigate, and study the use of treatments like acupuncture and reflexology in the U.S. Healthcare industry",3
literal. To indicate a detailed investigation or analysis of the trading problem.,"literal. The word ""examine"" is used non-metaphorically to indicate a thorough investigation or analysis",3
"literal. To review, analyze, and evaluate the nonpublic information provided by American Standard.",literal. To investigate or analyze for potential wrongdoing or violations of regulations or laws,2
"literal. The word ""examine"" is used non-metaphorically to indicate a thorough assessment or consideration.","literal. To analyze, investigate, or consider potential options for improving the company's financial performance and stability",2
"literal. to carefully review, analyze, or investigate Griffin's $35-a-share offer for potential benefits or risks.",literal. To carefully evaluate and evaluate the offer and its potential impact on shareholders,3
"literal. To mean to investigate or analyze in a literal sense, not figuratively or symbolically.","literal. To analyze, investigate, or scrutinize potential consequences or solutions for addressing climate change",3
literal. To assess and address the issue raised by JAL for prompt resolution and improvement.,literal. To determine if there is a problem or issue with the product,2
literal. It means to physically assess or evaluate the health and well-being of the children.,literal. To investigate and analyze potential health risks and opportunities in the communities,2
literal. To assess the potential of outbidding the Swiss company's offer.,"literal. To analyze, investigate, or scrutinize potential action or strategy",2
"literal. To analyze, investigate, or evaluate thoroughly and critically.",literal. To emphasize the importance of maintaining a competitive market for securities offerings,1
"literal. to investigate or question in a legal setting, gather evidence remotely, avoid travel restrictions.",literal. To have access to information or documents without facing limitations on testimony,1
"literal. To scrutinize, assess, or review the actions and behaviors of brokers for inconsistencies or misconduct.",literal. Examine is used non-metaphorically to describe the process of analyzing and evaluating the activities of brokers,3
literal. To investigate and analyze the details or components of the growth data for better understanding.,"literal. To analyze, investigate, and scrutinize for potential evidence or clues to determine the accuracy and consistency of the data",3
"literal. To investigate, analyze, and understand the relationships between two historical events in local history.","literal. To investigate, analyze, and understand the significance and implications of the two incidents in local history",3
literal. To gather more information and make a more informed decision on the bid.,"literal. To investigate, analyze, and consider potential offers and strategies for acquiring the company",2
literal. To investigate or scrutinize the language bill and its potential impact on society.,literal. Opposition to the language bill was not examined or considered thoroughly by the committee,2
literal. Mr. Puccio is the defense lawyer and he would be questioning Mr. Boesky in court.,literal. To closely examine and evaluate the evidence and strategies used by the defense attorney,2
"literal. to assess, analyze, and evaluate the impact of the tender offer on Facet's financial health.","literal. To analyze, investigate, and consider the potential impact on Facet's financial health and stability",3
"literal. The word ""examine"" is used literally to describe the action of a nurse checking on patients.",literal. To communicate urgent information or instructions to the patient,2
literal. To provide accurate information about the physical condition of the horse and potential treatment options.,literal. To describe the action of examining or studying the horse's condition,3
"literal. The word ""examine"" is used non-metaphorically because it describes a literal medical examination.",literal. The doctor is inspecting or analyzing the woman for health reasons,2
"literal. The speaker has carefully analyzed Bosch's works for medical insights, but found few practical applications.","literal. Bosch's paintings are filled with suffering and chaos, not medicine for sick people",2
"literal. ""examine"" is used literally to describe looking closely at objects in the paintings.","literal. The word ""examine"" is used non-metaphorically to describe the action of inspecting the vase",3
"literal. Lack of time, resources, and expertise leads senators to not thoroughly examine treaty texts.","literal. Lack of time for research, review, or analysis; limited time for debate or amendments",2
"literal. Literal action of observing or inspecting, not a metaphorical or symbolic use of the word.",literal. To physically inspect or analyze the appearance or quality of passengers,2
literal. To carefully assess or investigate different options in response to the Campeau bid.,"literal. To analyze, evaluate, and consider potential alternatives to the Campeau bid",3
"literal. To investigate, analyze, and evaluate the potential for selling the jointly developed sporty vehicle.","literal. To analyze, investigate, and potentially consider the possibility of selling the sporty vehicle",3
"literal. Because it refers to physically inspecting and analyzing something, rather than just observing or discussing.",literal. To ensure compliance with regulations and detect any potential safety risks,2
literal. to convey the literal action of closely studying or investigating different options or possibilities.,literal. 1. Reviewing options,3
"literal. to review, analyze, or evaluate the information provided in the data rooms for potential investment opportunities.","literal. To investigate, analyze, and evaluate the information provided",3
literal. To carefully evaluate and consider the decision before making a statement or taking action.,"literal. To investigate, analyze, or consider the potential impact or consequences of the decision",3
literal. To ensure accountability and investigate allegations of fraud or misconduct in government operations.,literal. To ensure compliance with regulations and ensure fair treatment under the law,2
"literal. To analyze and evaluate thoroughly, without bias or preconceived notions.","literal. To analyze, investigate, and scrutinize for insights and implications on the election process",3
literal. It means that David Bartholomew carefully analyzed or studied Mr. Finckle's forecasts over time.,literal. Accurate predictions are necessary for trading purposes and to accurately analyze market conditions,2
"literal. To investigate, analyze, and understand the impact of Wall Street trading on portfolio insurance.","literal. To investigate, understand, and potentially regulate the practice of front-running by Wall Street firms",2
metaphor. To investigate or scrutinize thoroughly for potential issues or wrongdoing.,literal. To investigate and analyze potential regulatory issues and ensure compliance with regulations,2
metaphor. - Investigating potential misuse of campaign funds,literal. To investigate and analyze closely for evidence of any improper use of campaign funds,3
metaphor. The commission will closely evaluate the utilities' request to understand their concerns and potential default.,literal. To investigate and analyze thoroughly for potential wrongdoing or violations of regulations or laws,2
metaphor. Mr. Salsbury's involvement is uncertain in the investigation being conducted by the SEC.,"literal. Mr. Salsbury may have been involved in the preparation or review of documents, not directly investigating them",2
metaphor. To closely investigate or analyze the competition and potential misconduct in the contracting process.,"literal. The word ""examine"" is used non-metaphorically to indicate a thorough investigation or analysis",2
"metaphor. To investigate, analyze, or assess thoroughly and in detail.","literal. To analyze, investigate, and understand the impact of the law on employers and their operations",2
metaphor. To carefully analyze and understand the challenges facing the city for possible solutions.,"literal. To gather information, analyze, and resolve challenges",2
"metaphor. Potential infringement on freedom of the press, threat to editorial independence, erosion of journalistic integrity.",literal. To ensure fairness and protect against corruption,1
literal. Claiborne claims Avon did not fulfill their agreement to continue filling orders.,literal. Because it refers to the physical act of supplying products or services,2
literal. To address a critical management gap and strengthen financial leadership.,literal. To occupy a position that is critical or needed in the organization,2
literal. Because the plastic containers are being physically transformed and reused for various purposes.,literal. Literal use to describe the action of putting plastic containers back into use,3
"literal. It indicates physically occupying or taking on a role, not just metaphorically completing something.","literal. The word ""fill"" is used non-metaphorically to indicate physically occupying a position",2
"literal. Seasonal fluctuations, competition, economic conditions, and pricing strategies can impact seat fill rates.","literal. Decrease in demand, increased competition, changes in scheduling or pricing, external factors affecting travel",2
literal. To occupy a position left vacant and maintain leadership continuity within the company.,literal. To occupy a position that was previously empty or unfilled,3
literal. To complete the team and add necessary skills and expertise.,"literal. They were hired to work with the group, not physically physically fill it out",2
literal. It is used to describe the content or information contained in the letters.,"literal. The letters of reference were positive and encouraging, filling a need and demonstrating support for the candidate",2
literal. - thorough vetting process,literal. The work of the budget group is being delayed due to the new position being filled,1
"literal. ""fill"" refers to completing orders or contracts, not physically filling something with a substance.","literal. Literal meaning of ""filling"" orders with money leads to increased profit for the company",2
literal. To maintain business operations and expertise within the company.,literal. To occupy positions that were previously empty or unfilled,1
"literal. There was a lack of information available for trading decisions, so the rumor helped fill that gap.",metaphor. To indicate that the rumor was influential and contributed to the market's performance,2
"literal. Different technology, capabilities, and intended use.","literal. Different technology, design, and operational requirements make the missiles different types of equipment",2
"literal. ""filling a vacancy"" indicates a literal action of occupying a position or role.",literal. Because it means to occupy a position that was previously empty or vacant,3
literal. It describes the action of replacing someone in a specific position or role.,literal. Lorin resigned to pursue other opportunities and was not replaced due to his resignation,2
"literal. Literal action of beds being occupied by patients, no metaphorical meaning intended in context.",literal. To indicate that there is enough space in the hospital for patients to be accommodated,2
literal. To temporarily occupy the position until the current contract expires and a permanent replacement is found.,literal. Baron Pittenger is a long-time USOC aide who had served as acting executive director after Mr. Miller left,2
literal. Filling out documents was necessary for reassurance and credibility with institutional money managers.,literal. To document progress in completing a process or documentation,2
literal. The pods need moisture to support the growth and development of the soybean beans.,"literal. Soybeans are physically filled with water, allowing them to thrive and produce seed",2
"literal. High rent prices, lack of foot traffic, and competition from online retailers led to failure.","literal. High demand, limited spaces, lack of demand, store closures, economic downturn",2
"literal. Perceived competition, discrimination, systemic barriers, unconscious bias, unequal access to opportunities, social inequalities.","literal. Lack of job opportunities, discriminatory hiring practices, or financial constraints causing blacks to be overrepresented in the job market",2
"literal. Thomas Volz resigned, creating a vacancy that William Lindsey filled as CEO.",literal. To occupy a position that was previously empty or unfilled,2
"literal. Describes occupation or position being taken on, straightforwardly states the action of occupying a role.",literal. Bement Jr. was appointed to fill a vacant position at the New York Stock Exchange,1
"literal. Decreased demand, increased competition, seasonal factors, or pricing strategies may have contributed to the drop.","literal. Decrease in demand, increased competition, changes in scheduling or pricing, external factors affecting travel",3
"literal. High operating costs, lack of demand, competitive pricing.","literal. High demand, limited seats, financial losses, operational issues",2
"literal. Decreased demand, competition, economic factors, seasonality, or scheduling changes may have affected the fill rate.",literal. Decrease in passenger demand or increase in available seats led to lower fill percentage,2
literal. To indicate the actual amount of seats occupied by passengers on the flight.,"literal. Increased demand, improved marketing strategies, enhanced customer loyalty programs",1
"literal. Lack of funding, disorganized management, high paper usage, overcrowded space, neglect of maintenance.",literal. The description is complete and lacks any figurative meaning,1
literal. Biodegradable plastics' purpose or function is uncertain in the evaluation and discussion with customers.,literal. Plastics can break down or break down into substances that can harm the environment,2
"literal. ""Fill"" is used non-metaphorically to describe the literal act of completing job positions.",literal. It refers to the physical act of assigning and filling positions in a company,3
"literal. The term ""fill"" is used non-metaphorically to indicate the act of appointing individuals to vacant positions.",literal. They were chosen to occupy positions on the board,2
literal. To indicate the action of occupying or completing a specific position or role in the organization.,literal. To occupy a position that was previously empty or unfilled,3
literal. The institution physically houses patients and provides care for their medical and mental needs.,literal. The institution is filled with patients who are losing their minds due to their illness,3
literal. The composer's correspondence was filled with hapless chords and lonesome measures to convey emotion.,literal. To document his creative process and interactions with others,1
"literal. Decreased demand, competition, or travel restrictions may have caused fewer seats to be filled.","literal. Decrease in demand, increased competition, changes in scheduling or pricing, external factors affecting travel",3
literal. Geographical proximity and expertise in agricultural lending make them suitable candidates for the job.,literal. To provide financial support and stability to the system's lenders,1
"metaphor. To indicate completing a form or document with necessary information, not physically filling something.",literal. Literal action of physically depositing money into a bank account,1
metaphor. The metaphor suggests the person lacks intelligence and cannot be improved or changed.,literal. Lack of intelligence or creativity was criticized heavily in the media and among his peers,2
metaphor. Metaphorically represents Mr. Gorton's face dominating attention and focus on his need to listen more.,metaphor. To convey the voter's intent or motivation in making the decision,1
metaphor. Metaphorically describes the extensive coverage and analysis of the fight in various forms of media.,metaphor. It made an impact and was read widely,2
metaphor. To convey the idea of visually occupying or covering the entire screen with images.,"metaphor. To show off, display, or promote their products or services",2
metaphor. Mr. Sato's vacated seat needed to be filled with a pro-tax reform candidate.,literal. More votes were cast for the candidate with more support,2
"metaphor. The movies featured many baby characters or storylines, not literally filled with babies.",metaphor. - Babies were a common theme in the movies,3
metaphor. Live jazz music provides a unique and high-quality entertainment option for the community.,literal. They have filled a void and then some in the nightlife scene,1
metaphor. Filling up with people seeking food and security due to fighting in the countryside.,"literal. Possible reasons: lack of food, danger from fighting, opportunity to escape conflict, seeking better life opportunities",2
"metaphor. Emotional disconnect, lack of communication, unresolved issues, unbridgeable gap between them.","literal. Lack of communication, desire for reconciliation, empty arms due to distance",2
metaphor. To convey a sense of abundance or saturation in the atmosphere of the event.,"metaphor. to convey the sense of abundance, luxury, and glamour available to those willing to travel to meet her",2
"metaphor. High demand, limited space, convenience for travelers, lack of alternative options.","literal. High demand, limited spots, increased demand, commercial parking lots filling up",2
"metaphor. Specialty retailing meets his needs and requirements, and has been successful in the past.","literal. High profits, strategic investments, adaptability, creativity, and a strong brand",1
"metaphor. Simplification, clarity, and efficiency.",literal. To describe the change in format and content,1
metaphor. Mr. Karnes is being compared to and overshadowed by his rival in the political arena.,literal. Because it means to occupy a position or role that was previously empty or vacant,1
"metaphor. American life is full of stress and problems, leading to a need for pain relief.","metaphor. Aspirin became popular because it helped reduce headaches, leading to its popularity",2
metaphor. The cases were filled with various objects causing sensory overload and fatigue for visitors.,"literal. Describing the physical state of being unloaded and transported, not a metaphorical concept",1
metaphor. to describe the abundance of reports and articles about the topic.,literal. The stories filled the foreign press with information about dog restaurants being closed due to negative publicity,1
metaphor. To describe the skin as being consistently filled with pigment creates a visual image of saturation.,metaphor. Melanin produces a protective barrier to prevent skin from being damaged or oxidized,1
metaphor. to expand their influence in the region and gain a strategic advantage over the U.S.,"literal. The word ""fill"" is used non-metaphorically to indicate a physical act of supplying something with space and time",1
metaphor. to symbolically replace the emptiness and loss in her life with creativity and purpose.,literal. To describe the physical act of creating sculptures in a specific location,1
metaphor. The performers are now of higher quality or more skilled in their performances.,"literal. Increased competition, diverse content, improved production quality, better advertising opportunities, growing international presence",1
literal. Because the trucks needed repairs or maintenance to ensure they were in proper working order.,"metaphor. To show that the trucks were not physically fixed, but rather repaired or adjusted",2
literal. To specify the duration and stability of leadership within the organization.,metaphor. To restore accountability and transparency to the aviation industry,1
literal. Because unit trusts have a predetermined set of securities and do not require active management.,"literal. Limited resources, lack of oversight, complexity of securities markets, lack of consumer awareness or education",1
"literal. Fix means to repair or correct issues, not metaphorically but literally in this context.","metaphor. Fixing can involve improving or correcting something, like a mechanical problem",3
"literal. to repair, improve, or make adjustments to ensure long-term financial stability.","metaphor. Commitment, oversight, collaboration, compromise, and change are needed to fix the system",2
literal. The fixed rate increase was already expected and did not impact the mark's value.,"literal. Already expected by traders, no significant impact on the mark against the dollar",3
"literal. ""Fix"" is used non-metaphorically because it refers to the laser's stationary position for reading.",literal. Fix is used to describe the physical act of fixing the disk in the player,2
"literal. Literal action to repair a physical object is implied, not a symbolic or metaphorical interpretation.","literal. The word ""fix"" is used non-metaphorically to mean to solve or address an issue",2
"literal. To indicate that prices are set at a certain level, typically in a manipulative or unfair manner.",metaphor. It means to fix or regulate prices in a way that benefits all parties,2
literal. To remove restrictions and promote competition in the securities market for better efficiency and innovation.,metaphor. Fixed commissions were introduced to prevent arbitrage and promote fairness in the market,2
"literal. The word ""fix"" is used non-metaphorically to indicate repairing or correcting a physical issue.",literal. It refers to repairing or correcting a physical issue or problem,3
"literal. because it means to repair or resolve issues, not metaphorically addressing them or improving them",literal. The company didn't take immediate action to address and resolve the underlying issues,2
literal. To repair or correct an issue or problem.,metaphor. To indicate a temporary solution or compromise in case the agreement is found to be unconstitutional,1
"literal. Literal, physical repair or improvement needed for the dog's performance and functionality.",metaphor. To improve or address the underlying issue or problem,2
"literal. Stability in exchange rates limited fluctuation and uncertainty, allowing for efficient arbitrage opportunities.",metaphor. To prevent fluctuations in currency exchange rates and maintain stability in the market for tradable goods,2
literal. To provide stability and predictability for investors while still allowing for potential adjustments.,"literal. Because the debentures are physically connected to the market, and can be increased or decreased based on gas prices",1
literal. To comply with state regulations and ensure vehicles meet emissions standards.,literal. To prevent potential safety hazards and ensure the vehicles operate properly and safely,2
literal. To establish consistency and stability in the monetary system for the country's economic health.,metaphor. To indicate a set of rules or guidelines for measuring and regulating the value of money,2
"literal. Government control limits freedom, creates barriers to entry, and stifles innovation in the economy.","literal. Paper work, allocation regulations, and fixed prices prevent private producers from prospering",1
"literal. Allegations of collusion, evidence of price fixing, anticompetitive behavior by waste management companies.",literal. Illegal collusion to manipulate prices for their own benefit,3
"literal. Safety concern, potential risk of fire due to faulty electrical wiring in power lumbar seats.",literal. To prevent potential safety hazards and ensure the vehicles operate properly and safely,1
literal. to establish a fundamental principle or standard that cannot be changed or altered.,"metaphor. No official, high or petty, can prescribe what should be orthodox in politics, nationalism, religion, or other matters of opinion",1
literal. - Fixed prices lead to stable exchange rates by reducing uncertainty and speculation in the market.,literal. It refers to establishing or maintaining a set rate for exchange rates between countries,3
"metaphor. ""Fix"" is metaphorical for addressing or resolving problems by investing or divesting resources effectively.",literal. To fix or address the underlying issues or problems,2
metaphor. Scott helped improve the community and show support for youth activities.,metaphor. He fits in well and is effective at fixing up the field,1
metaphor. 1. Rapid growth and development,metaphor. 1. Rising economy,3
metaphor. Colluded to manipulate prices for financial gain.,literal. They admitted to conspiring to fix prices in the sale of milk to Florida public schools,2
metaphor. Local politicians and school boards are responsible for implementing changes and improvements in schools.,"literal. Fixing schools is a political issue, requiring political will and action",2
metaphor. To address and resolve issues or deficiencies at O'Hare Airport for improved operations and efficiency.,metaphor. Congress wants the FAA to improve O'Hare's performance and prevent similar problems in the future,2
metaphor. - Fixed exchange rates can lead to inflation due to inability to adjust currency value.,metaphor. Maintaining fixed exchange rates leads to inflation and undermines stability in the economy,3
metaphor. High volume of selling orders created instability and prevented setting closing prices accurately.,"metaphor. High demand for trading, high volume of orders, inability to fix prices",2
metaphor. Hillas has a track record of successfully turning around struggling companies.,literal. He is skilled and experienced in handling capital markets issues and can fix troubled firms,2
metaphor. To fulfill the commitment and ensure fair wages for workers as originally intended.,metaphor. It means to address or address an issue or problem,2
metaphor. To manipulate or tamper with the outcome of a trial or legal proceeding for personal gain.,"literal. The word ""fix"" is used non-metaphorically to indicate a specific action or solution being done",2
metaphor. He is responsible for solving problems and improving the situation.,metaphor. To emphasize the need for new leadership and commitment,2
metaphor. Colluding to manipulate artist pay unfairly.,metaphor. They were not interested in the appeal or the case itself,1
"metaphor. Temporary solution, not addressing the root cause or providing a long-term solution.","literal. The word ""fix"" is used non-metaphorically to describe the physical action of repairing a blood vessel",2
metaphor. The Saudis prioritize maintaining stability and avoiding unnecessary changes.,literal. To emphasize the meticulous process of fixing something without altering it,1
metaphor. It implies addressing and resolving the issue to prevent recurrence and ensure accountability.,literal. Fixing refers to repairing or correcting the situation or problem,2
"metaphor. Pratt's efforts improved customer service, regaining dominance over General Electric in commercial jet engine field.",literal. Pratt fixed problems in customer service that contributed to its loss of dominance in the commercial jet engine field to General Electric,3
metaphor. To renovate and improve the flagship chain to attract more customers and increase profits.,"literal. To improve efficiency, expand market reach, and meet consumer demand",2
metaphor. To prevent overcharging and ensure fair reimbursement for services provided.,metaphor. Hospitals are obligated to cover the costs of treatment regardless of the outcome,2
"metaphor. The speaker is not literally physically fixing something, but instead trying to resolve a situation.","metaphor. To indicate that he is satisfied with his work or performance, or that he is taking action to improve it",2
"literal. Fear of competition, loss of jobs, and negative impact on domestic industries and economy.","metaphor. Increased demand for goods, oversupply, lack of proper pricing, rapid economic growth, global competition",2
literal. To gain market share and maintain dominance in the oil industry.,literal. To increase production and reduce OPEC's influence in the market,2
literal. To express the overwhelming amount of letters sent in response to the proposal.,"metaphor. High public interest, overwhelming number of letters, impact on government and FAA",2
"literal. The institute is receiving a large number of applications, overwhelming their capacity.",metaphor. To describe a large volume or overwhelming amount of applications,2
"literal. Lack of investor interest, company dominance, slow growth in market.",metaphor. Investors have yet to pour significant funds into the mutual funds,1
literal. To stabilize prices and ensure adequate supply for the livestock sector's feed needs.,literal. To describe a large influx or increase in commodity credit,2
literal. Increased volume of warnings due to heightened tensions and potential threats from Iran.,metaphor. Highly credible and reliable information received from intelligence agencies about potential Iranian-sponsored attacks on U.S. aircraft,2
literal. Controversial article sparked strong reactions and criticism from readers of the respected journal.,metaphor. It means a large number of letters or comments expressing disapproval or disagreement,1
literal. Investors are seeking safer investments due to uncertainty in the stock market.,"metaphor. High demand for loans, overwhelming number of deposits, inundated with deposits",1
literal. Literal water flooding could dislodge and bring buried bombs to the water's surface.,literal. The bombs would release gases and cause an explosion or flood,2
"literal. High demand for testing, limited resources and staff availability, overwhelming number of requests.","literal. High demand for testing, overwhelming number of requests from veterinarians",3
"literal. Public outrage, bias allegations, questioning of ethical standards, search for truth and transparency.",metaphor. 1. Public backlash,2
"literal. Inflation, lack of skilled workers, automation.","metaphor. Money can be used for other purposes, such as investing it in new projects or expanding production",1
literal. The statement is referring to a large amount of earnings reports being released at once.,metaphor. Because it means a large number of reports are coming in quickly and covering a large amount of ground,2
literal. Increased production and exports from Persian Gulf countries due to geopolitical tensions or economic factors.,"metaphor. High demand for crude, oversupply, rapid market growth, inadequate pipelines, global economic concerns",2
literal.. Residents were expressing their strong dislike for the newly dedicated structure.,metaphor. Symbolizes overwhelming negative feedback or opposition,1
literal. High supply of cheap poultry causing market saturation and reducing demand for beef.,"metaphor. High demand for cheap poultry, low supply due to high demand from supermarkets",2
"literal. To gain control of the market and prevent competition, increasing profits and market share.",literal. To increase competition or suppress negative reviews or findings,2
literal. OPEC panels meeting to discuss cutting output and stabilizing prices in the market.,metaphor. To indicate a large influx or increase in oil production,1
metaphor. To imply sending a large quantity of information or materials to a wide audience quickly.,literal. To indicate a large influx or overwhelming amount of information or materials,3
metaphor. Investors were overwhelmed with information and did not see promising results in the reports.,"metaphor. Some investors may have taken the reports in stride, while others may have taken the reports as a sign of impending trouble",2
"metaphor. Opportunities for education, employment, and a better quality of life attracted them.",literal. Increased immigration led to a large influx of non-Whites entering the U.S,2
metaphor. Japanese applicants are increasing patent applications to gain a commercial advantage over U.S. firms.,"literal. Increased competition, desire to increase market share, perceived advantage from patenting technology",2
metaphor. To increase visibility and promote positive image.,metaphor. They have overwhelming access to his speeches and can effectively communicate with the media,1
"metaphor. Desperation for potential treatment, belief in effectiveness, limited options for AIDS patients.",literal. It refers to a large influx of patients seeking the drug due to its effectiveness,2
metaphor. Demand has increased significantly.,"metaphor. High demand for flights, overwhelming number of requests, inundated with inquiries",2
metaphor. High volume of applications/requests overwhelming the office.,"metaphor. High demand for the patent applications, overwhelming number of applications submitted to the office",3
"metaphor. Many entries were submitted all at once, overwhelming the offices with submissions.",literal. Because it means a large number of entries were submitted for consideration,2
"metaphor. competition, lower prices, oversupply, loss of market share, profitability concerns, business decision.",literal. High competition from Japanese chip makers led to Intel's decision,2
metaphor. Because there was a high volume of dog cases overwhelming the already overwhelmed court system.,"metaphor. Increased demand for services, overwhelming supply, overwhelmed courts, overwhelmed legal system",2
metaphor. To emphasize the abundance and overwhelming presence of their messaging in the media landscape.,metaphor. To emphasize the volume and intensity of their marketing efforts and response to the needs of the automotive industry,3
metaphor. High volume of cancellations caused significant decrease in expected revenue during Hanukkah.,literal. Because it means a large number of cancellations or delays occurred in a short amount of time,2
metaphor. To indicate an overwhelming amount or abundance of samples being submitted for testing.,"literal. High demand for testing, overwhelming number of samples received",2
"metaphor. Large numbers of people are entering Hungary rapidly, similar to water flooding an area.","metaphor. Increased security, improved relations, and desire for safety and stability",1
metaphor. To grab consumer attention and drive sales.,"metaphor. Increased demand, improved marketing strategies, and increased demand for certain products",2
"literal. Economic problems, defense cuts, and focus on domestic affairs create opportunity for superpower relationship to flourish.",literal. - Need for defense cuts,1
"literal. Economic growth, affordable real estate, and deregulation allowing for increased competition and innovation.",literal. - Increased demand for office space,2
"literal. Lack of regulation, enforcement, and oversight allowed insider trading to flourish on Wall Street.","literal. Exchange rates were securely fixed, making it difficult for traders to manipulate prices",1
"literal. Economic growth, increased demand for goods/services, improved management and operations.","literal. Locusts were destroying crops, prompting farmers to start growing their own crops",1
"literal. Noriega is not the cause of the country's weak leadership, corruption, and money laundering operations.","literal. Because it refers to the actual act of operating a business, not a metaphorical concept",1
"literal. Strong re-export trade, strong domestic demand, fast-growing economy, global demand for products.","literal. Increased demand for goods, improved efficiency, and global competition",2
"literal. Increased access to education, diversity initiatives, and economic growth have contributed to their success.","literal. Increased access to education, job opportunities, and advancements in equality and diversity initiatives",3
"literal. Growing popularity, strong community support, established leagues and teams.","literal. Historical context, cultural influence, economic growth, access to resources, improved sports facilities, competitive advantages",1
"literal. Superior economic force supported effective military power, leading to rise, flourishing, and winning wars.",literal. Because it refers to the growth and success of the empires through their military strength,2
literal. It is describing the successful growth and expansion of the unit's soda ash business.,"literal. Soda ash is a by-product of the soda manufacturing process, and is not physically growing",2
literal. - Nationalist sentiment is increasing and thriving in the current political environment in the Soviet Union.,"metaphor. Increased political unrest, perceived threat to national security, desire for revenge, ethnic tensions, lack of understanding of international relations",2
"literal. It thrives due to lack of moisture, infecting crops in the Southeast region.","literal. Because it refers to the physical growth and development of the plants, not a metaphorical concept",2
literal. Unequal distribution of wealth and prosperity leads to a flourishing economy for some individuals.,"literal. Income distribution is unevenly distributed, leading to economic stagnation and dissatisfaction",2
"literal. Democracy fails to address economic stagnation, debt, and corruption in countries with flourishing drug trade.",literal. Voters are not satisfied with government's performance or the state of democracy in their country,1
literal. Higher interest rates make CDs more attractive for investors seeking stable returns.,literal. Because it means growth in demand for CDs will occur if interest rates get closer to 10%,3
literal. - Strong brand recognition,literal. McDonald's is thriving in other nations due to high demand and successful marketing strategies,2
literal. Describing the growth and success of the plants in the ecosystem.,"literal. Literal description of growth and prosperity, no metaphorical meaning intended",3
"literal. High demand for niche products, adaptability to market trends, and innovative business strategies.","literal. Japanese companies were innovative and had strong branding, making them appealing to Japanese consumers",2
literal. The analogies in the book are presented in a vivid and thriving manner.,literal. The argument is not fully developed or understood within the confines of the book's pages,2
"literal. Cultural exchange, intellectual curiosity, and patronage from rulers promoted scholarly growth and development.","literal. Increased access to knowledge, advancements in research, and advancements in cultural representation",2
literal. Warm and humid conditions on ships provide ideal environment for mold growth during passage.,"literal. Mold can survive multiple passes through U.S. screening procedures, leading to potential safety concerns",2
literal. To maintain optimal growing conditions for the bananas in cold weather.,literal. Bombs and other debris can destroy the bananas' natural defenses and encourage their decline,1
"literal. Limited scope of study, focus on specific treatments, lack of evidence for effectiveness in other areas.",literal. To focus on specific areas and avoid overwhelming readers with excessive information,2
literal. - Strong management,"literal. Strong demand for products, efficient production, innovative technology, and strong customer loyalty",1
"literal. Economic benefits, mutual interests, geopolitical strategy.",literal. - To indicate growth or growth in trade with China,2
metaphor. Compulsory patriotism undermines the genuine expression of love and loyalty towards one's country.,metaphor. Conveying the idea that patriotism will not thrive if patriotic ceremonies are forced on people,2
"metaphor. Consensus leads to cooperation and stability, allowing businesses to prosper and grow successfully.",literal. Consensus allows for growth and prosperity in different industries,3
"metaphor. : Strong leadership, strategic partnerships, improved financial management.",metaphor. - Increased investor confidence,1
"metaphor. Increasing popularity, accessibility to diverse locations, adventure-seeking trend, and eco-tourism interest.","literal. Increased demand, improved conditions, better equipment, or personal preference for a different experience",2
"metaphor. Accessible, inclusive, rooted in community, does not require expensive equipment or facilities.","metaphor. Stickball is a physical game played with balls, not a metaphor for social growth or prosperity",2
metaphor. To describe the growth and spread of false information within the field of Bronte scholarship.,metaphor. To emphasize the lack of bias or exaggeration in her approach,2
"metaphor. Entertainment industry grew and thrived, showing a significant increase in consumption and revenue.","literal. Increased demand for entertainment, innovative products, and improved technology led to growth in consumption",2
literal. Historical significance of the agreement and its long-lasting impact on bilateral relations.,"literal. Historical trust, mutual respect, desire for peace, advancement of mutual interests, political stability, economic growth",2
"literal. Literal description of beer being poured from pitchers, not a metaphorical use of ""flow"".",literal. Describing the movement of beer as a cooling effect,3
literal. Investors seek returns and are more likely to invest in funds with a track record.,metaphor. Money is flowing into the best-performing funds rather than the bottom funds that are poised for recovery,2
literal. Describing tears moving down his face; literal action of tears flowing.,metaphor. To convey emotional connection or shock,2
literal. Investors may have been concerned about market volatility or economic uncertainty during that time.,metaphor. Investors are now withdrawing money from stock funds due to negative news or economic uncertainty,2
literal. It is used to describe the movement or distribution of business money to Democrats.,literal. It refers to the movement of money or resources quickly from one party to another,3
"literal. Describing physical movement or transfer of substances, not just a metaphorical concept.","literal. Flow refers to the movement of substances in a specific direction, such as oil and gas flowing from the zones",3
"literal. Describing the movement of money in a literal sense, without the need for metaphorical comparison.",metaphor. Money is being transferred without being physically moved or exchanged,2
"literal. Flow describes the smooth and continuous progression or movement of the play ""Quartet"".",literal. Because the sentence is describing a continuous movement or progression of the music,3
literal. To centralize decision-making and better coordinate marketing efforts across all divisions.,metaphor. Increased marketing power and influence may flow from shifting marketing priorities and headquarters' needs,2
literal. - Explains movement of electrons,"literal. Describing the movement of electrons in a physical process, not a poetic or metaphorical use",3
literal. Flow refers to the movement or passage of substances through the body's digestive system.,"metaphor. The sentence is describing the movement of the fat substitutes, not a literal flow",2
