sent1,sent2,label
"literal. The Economic Community's strength was only imagined, not real, and influenced the nations' decisions.",metaphor. Unified economic might would have allowed for greater cooperation and unity in addressing environmental issues,0
literal. economic strength influences decision-making and cooperation among nations in the Pacific Rim.,literal. Because it refers to the actual financial well-being and efficiency of the region's economies,0
"literal. Economic benefits, shared resources, and collective strength.","literal. Potential for cooperation, unity, and economic advantage",0
literal. - Increased cooperation and collaboration,literal. It is used to indicate a greater or additional level of economic unity,0
"literal. Strength in numbers, shared resources, collective bargaining power, increased influence in global economy.","literal. Increased unity, shared interests, cooperation, and shared responsibility for economic prosperity and development",0
"literal. Economic benefits, shared resources, cooperation, collective strength, increase bargaining power.","literal. The term ""dozen"" is used literally to refer to a specific group of nations",0
literal. Perceived economic might of a unified Economic Community influences nations to meet in Australia.,literal. Emphasizes the extent or degree of economic might of the Economic Community,0
literal. Perceived economic power of Economic Community influences nations to meet and cooperate in Australia.,literal. Literal reference to physical political entities,0
literal. to specify the group of nations being referred to.,"literal. Refers to specific nations within the Economic Community, not a metaphorical group",0
literal. Economic benefits and influence of a unified Economic Community drive nations to collaborate.,literal. pas” is used as a verb indicating action or possession in this sentence,0
"literal. cooperation, influence, trade, economic benefits, common goals, stability, growth, development, partnerships, competition","literal. Historical ties, political tensions, shared interests, access to resources, global cooperation",0
metaphor. - To discuss trade agreements,literal. Literal description of a planned discussion or gathering,1
"literal. Potential lack of incentive, lack of perceived benefits, lack of collective power.","literal. Potential for cooperation, unity, and economic advantage",0
literal. Economic Community creates incentive for Pacific Rim nations to engage in meetings.,literal. Literal statement about the potential impact on the nations of the Pacific Rim,0
"literal. Mutual benefit, shared resources, cooperation, influence, economic growth, stability, security, trade opportunities, partnership.",literal. pas” is used as a verb indicating action or possession in this sentence,0
metaphor. - To achieve economic strength,literal. They were not concerned or upset about the economic implications of unity,1
literal. Because it refers to the initial steps taken in the process of forming a new economic union.,literal. To indicate the initial or beginning step in a series of actions or events,0
literal. The steps towards forming the economic union are not firmly established or finalized.,"literal. The word ""tenative"" is used non-metaphorically to describe the initial steps towards forming a union",0
metaphor. - Shows progress and cautiousness,metaphor. 1. To signify beginning or initiation,1
metaphor. - To show progress in creating a new economic union,"literal. The sentence is discussing the literal act of creating a union, not a metaphorical concept",1
literal. To indicate the creation of a recently established Pacific-based economic union.,"literal. Literal description of a recent action or event, not a metaphorical concept or comparison",0
literal. It refers to the geographical location of the economic union being discussed.,literal. Describing a specific geographical region or company as a region focused on trade and development,0
"literal. Economic union refers to a literal alliance for financial cooperation, not a metaphorical concept.","literal. The term ""economic"" is used non-metaphorically to refer to the structure and operations of a union",0
"literal. The term ""union"" refers to a formal organization or alliance, not a metaphorical concept.","literal. The term ""union"" is used literally to refer to a shared set of goals or principles",0
metaphor. The actions taken reflect an understanding of global trends and implications for the region.,metaphor. To show the importance and intentionality of the actions being discussed,1
metaphor. - Recognizing patterns and trends,literal. Because it describes the person's clear and knowledgeable understanding of current events,1
literal. It indicates understanding and knowledge of current events and their potential impact.,literal. Because it refers to the literal act of being aware or knowledgeable about current events,0
metaphor. Metaphorically refers to the direction or trajectory of events and developments.,metaphor. Metaphorically represents the current state or situation in Europe and the need for action,1
"literal. Events refer to specific occurrences or developments, not abstract concepts or ideas.","literal. The sentence is discussing actual events and processes within Europe, not using ""event"" metaphorically",0
"literal. ""are"" is used non-metaphorically to describe current events and actions taking place.","literal. ""are"" is used to indicate a current state or condition of events within Europe",0
metaphor. - Europe's economic integration is progressing.,"metaphor. Events are evolving and changing rapidly, leading to new opportunities and approaches",1
metaphor. Both situations involve changes and developments that need to be understood and responded to.,"literal. The sentence is describing actual changes and developments in the world, not symbolic actions",1
"literal. ""which"" is used to refer to specific movements happening within Europe.","literal. ""which"" introduces a relative clause specifying the particular steps in the development of the economic union",0
literal. It is used as a sound of laughter or amusement in response to a clever observation.,"literal. ""ha"" is used as an interjection to express surprise or realization in this context",0
literal. Number 10 has not fully understood or reacted to the events happening in Europe.,"literal. The word ""yet"" is used to indicate a lack of action or progress",0
"metaphor. The phrase ""come to grips"" means to fully understand or deal with a situation.","metaphor. 10 is not physically present in the scene, but is reacting to events in Europe",1
metaphor. Number 10 is not fully understanding or controlling the events happening in Europe.,metaphor. Grievous bodily harm is implied in the context of the sentence,1
"literal. ""not"" is used to negate a previous assumption or belief in the sentence.","literal. The sentence is describing a specific point in time, not using ""not"" metaphorically",0
literal. To indicate a comparison or contrast between the past and present trading block arrangements.,literal. To indicate extent or degree of something,0
"literal. It refers to a recent period in the past, not a physical distance or length.","literal. Time is being measured in literal terms, not symbolically or metaphorically",0
literal. It refers to a specific time in the past.,literal. To indicate a specific point in time,0
literal. - Describing a past perception or belief,"literal. The statement is describing a past belief or perception, not implying a metaphorical comparison",0
"literal. The term ""world"" is used non-metaphorically to refer to global economic trade divisions.","literal. The sentence is describing a literal economic system and not using ""world"" metaphorically",0
literal. It is used as a conjunction to connect different elements within the sentence.,"literal. ""wa"" is used as a conjunction to connect the two clauses in the sentence",0
"metaphor. Economic and political influence, regional alliances, trade agreements, competition for resources and markets.",metaphor. To illustrate the division of goods and services between the different regions and companies,1
literal. Describes the primary or most important trading blocks at that time.,literal. Main is used to distinguish between two distinct groups or regions in the sentence,0
literal. Describing the actual economic activity of buying and selling goods and services between different regions.,"literal. The term ""trading"" is used non-metaphorically to describe the exchange of goods and services",0
metaphor. - Represents economic alliances,literal. Describing physical boundaries or divisions between different entities or regions,1
metaphor. Economic influence and power are centered around these key countries and regions.,literal. Describing the physical locations of the entities involved in the trading blocks,1
"literal. Geographical direction, economic regions, trading alliances, not metaphorical.",literal. Describing physical location or direction,0
literal. To specify the country of Germany within the context of trade and economic influence.,literal. To specify the nationality or origin of the entities mentioned in the sentence,0
"literal. Describing economic relationships and trade agreements, not using ""economy"" metaphorically.",literal. Describing the financial system and resources of the world as a whole,0
"literal. Geographical location and economic similarities define the ""northern"" trading block in question.",literal. Describing physical location or geographical region,0
literal. Describing the geographical regions or economic entities without using a metaphor.,literal. To specify the geographical location and distinguish between the three main trading regions,0
"metaphor. Geographical proximity, economic similarities, and political alliances.",literal. Describing physical boundaries or divisions between different entities or regions,1
"metaphor. Geographical proximity, economic power, and trade relationships influenced the formation of trading blocks.",literal. Describing the physical locations of the entities involved in the trading blocks,1
literal. Geographical proximity and economic ties between the US and Canada create a strong trading relationship.,literal. To specify the geographical location and distinguish between the different regions of the world,0
metaphor. - Reflects economic partnerships and alliances,"metaphor. Free trade refers to unrestricted access to goods and services, promoting global economic growth",1
"literal. increased globalization, regional trade agreements, economic interdependence, market access, efficiency, competition, supply chains.","literal. The term ""trade"" is used non-metaphorically to refer to the exchange of goods and services",0
literal. to describe geographic regions or territories for trade and economic purposes.,literal. To indicate specific geographical locations or regions,0
"metaphor. Shared economic interests, geographical proximity, cultural ties, strengthening alliances, and strategic partnerships.",literal. To refer to a specific entity or concept,1
"literal. To describe the formation of a larger, unified economic entity including multiple countries and regions.",literal. Because it describes the combining or integration of different elements or entities,0
literal. Describes geographical location and economic ties between countries in Asia-Pacific region.,literal. Describing specific regions or groups of people,0
"metaphor. Strong, fast-growing economies in Asia, like tigers, leading trade and development in the region.",literal. Because it refers to the actual animals in the context of trade and economic activity,1
literal. Describing Japan's currency and economic influence in the Pacific trading block.,literal. To indicate the currency unit of the world,0
"metaphor. Germany, US-Canada, Japan are economic powerhouses, influencing trade partnerships and shaping global markets.",metaphor. - To emphasize the central importance and direction of the world economy and international relations,1
"literal. Metternich-like skills refer to diplomatic expertise and strategy, not just comparison.",literal. To describe someone who is like or comparable to the Metternichs in their profession or expertise,0
"literal. ""skill"" refers to the diplomatic abilities and strategic expertise of the US Secretary of State.",literal. Skill refers to specific talents or abilities possessed by the US Secretary of State,0
literal. Because it is referring to the specific skills and actions of a particular individual.,"literal. ""are"" is used non-metaphorically to indicate a state of existence or action happening in the present",0
literal. To secure America's influence and interests in international affairs.,literal. Because it indicates that the US Secretary of State is actively ensuring the success of the US economy,0
metaphor. To assert influence and control over diplomatic affairs and maintain a dominant presence globally.,"metaphor. Maintaining interests, advancing goals, and maintaining influence in global affairs",1
"metaphor. To convey influence, power, and control in diplomatic negotiations and international affairs.","metaphor. Metternich-like skills emphasize efficiency, competence, and effectiveness in decision-making and leadership",1
metaphor. to emphasize the importance and investment of the US in each forum.,"metaphor. Ownership, investment, influence, and responsibility for the success and sustainability of the US economy",1
metaphor. To highlight the importance of diplomacy and negotiation in various international settings.,metaphor. Metaphorically used to represent various settings or environments where discussions and decisions are held,1
literal. To indicate the initial action or step in a sequence of events.,literal. To indicate the initial or primary action of the action being described,0
"literal. It describes the action as being courageous and assertive, not necessarily dramatic or daring.",metaphor. To indicate courage or determination in taking on the challenge,0
"metaphor. The request was not literally verbal, but symbolically expressed through actions or statements.","literal. The word ""asked"" is used non-metaphorically because it refers to a direct request",1
literal. Literal request for a physical place to sit at a table; not metaphorical or symbolic.,"literal. Literal meaning, referring to a physical space or position within a room or setting",0
"metaphor. To convey a position of power, influence, or importance in a group or organization.",literal. Literal position or position of authority or influence within the European Community,1
"literal. Literal request for inclusion in decision-making meetings, not a metaphor for power or influence.",literal. Literal description of physical location or position,0
"literal. The word ""suggestion"" is used non-metaphorically because it refers to a direct proposal or idea.","literal. The word ""suggestion"" is used non-metaphorically because it refers to a formal suggestion",0
metaphor. Metaphorically means it was rejected in a harsh or disrespectful manner.,"literal. It conveys a sense of rudeness or condescension in the action of the word ""rudely""",1
literal. The request for a seat was rejected or declined in a disrespectful manner.,"metaphor. European Community does not physically reject suggestions, it is a metaphorical response",0
"literal. ""ha"" is used as an exclamation or interjection expressing amusement or surprise in this context.","literal. ""ha"" is used as an interjection expressing amusement or surprise, not as a metaphor",0
"metaphor. The term ""talked"" is used metaphorically to describe discussions or plans that have been proposed.",literal. Because it is describing actual communication and conversation between individuals or parties,1
"literal. Because it means real, authentic, and not counterfeit or artificial.",literal. Because it is referring to a genuine and accurate description of the North American free trade zone,0
literal. Describing a physical direction or location.,literal. Describing physical location or direction,0
literal. To specify the geographical region of North America.,literal. To emphasize the specific geographical region and its potential for growth and development,0
"metaphor. ""free"" refers to unrestricted trade, not necessarily no cost or without restrictions.","metaphor. Free implies unrestricted access and equality, contrasting with the restrictive nature of a free trade zone",1
literal. To refer to the exchange of goods and services between countries for economic benefit.,literal. Describing a literal agreement between countries for trade and economic cooperation,0
literal. To describe a specific geographical area for trade agreements and economic cooperation.,literal. Describing a specific geographical area or region with defined borders and regulations,0
"literal. No comparison or symbolic meaning intended, literal combination of countries for trade benefits.","literal. Because it refers to the actual combining or integration of the US, Canada, and Mexico",0
"literal. Refers to a specific concept or idea, not a metaphorical or abstract concept.",literal. Specifies a specific group or entity,0
literal. to express a hypothetical future outcome or possibility.,literal. Describing a hypothetical future situation or possibility,0
metaphor. Metaphorically implies possession or control without physical ownership.,literal. Describing a hypothetical situation or possibility,1
literal. Combining advanced skills and low labor costs would create an ideal economic situation.,"literal. Comparison between two distinct, geographically distributed regions with similar economic and social characteristics",0
metaphor. It symbolizes an ideal situation with optimal benefits and advantages.,"metaphor. To emphasize the potential for growth, progress, and advancement in the global economy and society",1
metaphor. - to highlight advanced skills and lower labor costs in Mexico.,"literal. Describes high-end, specialized technology and labor needed for the free trade zone",1
literal. Non-metaphorical usage implies specific abilities or expertise in a particular area.,literal. Skill refers to the specific technical or intellectual ability needed for a specific job or industry,0
literal. Cheap labor refers to lower wages and cost of living in Mexico compared to the US.,"metaphor. Low cost, high quality, and opportunities for innovation and competition in the global economy",0
literal. It refers to the physical work force available in Mexico for lower wages.,"literal. Specifically refers to the work and tasks performed in agriculture, not a metaphorical concept",0
literal. Literal description of labor and workforce.,metaphor. To emphasize the advantages of a free trade zone for US interests and workers,0
literal. - Geographical direction,literal. To indicate a physical direction or location,0
"literal. Time-specific action, indicating current or immediate relevance and significance.","literal. Time-specific, immediate action, factual statement",0
"literal. Describing a current action or state, referring to a specific subject in the sentence.",literal. Describing the current action or state of being accurately,0
"metaphor. Describing the attempt as active or purposeful, not physical construction or creation.","metaphor. The bid is not physically creating anything, but rather participating in a process or decision-making",1
"literal. Literal description of the number of attempts made, no metaphorical meaning intended in context.",literal. Describing a specific numerical quantity or amount in a factual manner,0
"metaphor. ""bid"" suggests making an attempt or effort to gain power or control in this context.","metaphor. Not a literal bid, but a formal offer or attempt to acquire influence",1
literal. Literal description of a company's attempt to gain power or control in a situation.,literal. The sentence is describing a literal action or decision made by the company,0
"literal. ""ha"" is used as a verbal expression of surprise or realization in this context.","literal. ""ha"" is used as an interjection expressing surprise or amusement in this context",0
metaphor. Geographical location and economic interests have caused the relationship to shift or change direction.,metaphor. Because it implies progress or development in a non-literal sense,1
"literal. literal meaning, referring to the process of creating or improving something for a specific purpose.",literal. Because it refers to the intentional creation and improvement of economic relations and cooperation,0
literal. To describe a formal agreement or partnership between countries or organizations.,literal. It refers to the shared goals and objectives of economic development and cooperation in the context,0
literal. Describing a recent or current development or initiative in international economic cooperation.,literal. Describing a recent event or development,0
literal. To specify a formal group or entity with a specific purpose or function.,"literal. To describe a specific group or entity, not as a metaphor for a concept",0
literal. To introduce additional information or a clause.,"literal. ""which"" introduces a defining clause specifying the organization for economic co-operation and development",0
literal. Because it is describing a future action or event that is planned or expected.,"literal. Future intention or prediction, indicating a planned action or outcome",0
metaphor. To imitate or replicate the functions and structure of the OECD for the Asia Pacific region.,literal. Because it refers to replicating or duplicating the specific organization's structure and operations in Europe,1
metaphor. To compare or liken the function or purpose of the two organizations in different regions.,metaphor. To describe the specific function or responsibility held by the organization for Europe,1
literal. Because it refers to the collaboration and partnership between countries for economic development and growth.,literal. It refers to the shared goals and objectives of economic development and cooperation in the context,0
literal. Because it refers to the initial or preparatory steps being taken for a specific purpose.,literal. It is used to indicate the first or initial step in a series of actions,0
"metaphor. Because it implies a progression towards a larger goal, despite appearing small or unimportant.",metaphor. To indicate progression or sequence in conducting studies and research efforts,1
"metaphor. Not physically removed, but initiated or started.","metaphor. Not physically taken, but planned or initiated",1
"metaphor. To imply organizing, managing, or overseeing the studies in the region.","metaphor. Because ""conduct"" implies gathering information or data for research or analysis",1
"literal. literal meaning, referring to actual research or analysis conducted for a specific purpose.","literal. Literal meaning is clear, no comparison or figurative language used in the sentence",0
"literal. The sentence is discussing actual studies being conducted on trade, technology, and investment flows.","literal. The term ""trade"" is used literally to refer to trade activities and investments in the region",0
"literal. Because it is referring to actual tools, processes, and methods used in conducting studies.",literal. Because it refers to the use of tools or machinery for conducting studies and investments,0
literal. Because it refers to actual financial activities and not a symbolic or abstract concept.,"literal. Because it refers to actual financial investments or activities in the context of trade, technology, and investment",0
metaphor. - Describes movement of information or resources,metaphor. Exaggerating the movement of goods or people in a symbolic or abstract way,1
"literal. Specifically refers to a geographical area or location, not a symbolic or abstract concept.","literal. It refers to a specific geographical area or location, such as a country or region",0
literal. It is referring to the possibility of the steps being considered insignificant.,literal. To suggest possibility or likelihood,0
"literal. It is describing a perception or appearance, not a comparison or symbolic representation.",literal. Because it is describing the initial actions or intentions being discussed,0
"literal. Because the steps are small in scale or impact, not metaphorically small or unimportant.",literal. The number of steps being taken is small compared to other important factors,0
metaphor. Mr. Baker's perspective on the situation is clear and obvious to others.,literal. No figurative language or exaggeration is used; straightforward statement of fact,1
metaphor. Mr. Baker sees it in a different way or perspective than others do.,metaphor. Baker believes in the positive contributions of capitalism and wants to promote it,1
"literal. ""a"" is used as an article to introduce a singular noun, not as a metaphor.","literal. ""a"" is used as a determiner to indicate a singular noun or subject in the sentence",0
literal. Describes a contrasting viewpoint or perspective in relation to Mr. Baker's opinion.,literal. To indicate that Mr. Baker's perspective is different from typical expectations or beliefs,0
"literal. Economic growth, collaboration, stronger influence, shared benefits, increased trade opportunities.","literal. Comparison of growth rates, economies, and partnerships between different countries",0
literal. To describe the financial status or capabilities of the ASEAN countries.,literal. Because it refers to the actual cost of living in these countries compared to the US,0
metaphor. To emphasize their relative economic size and influence compared to other countries in the region.,"literal. Because it is referring to the economies of Japan and Australia, not puny qualities",1
"literal. Actual nations, not rural areas or regions.","literal. Economic growth is a tangible concept, not a metaphorical one in this context",0
"literal. - ""were"" is used to express a hypothetical situation or condition in the sentence.",literal. Because it is referring to a specific group of countries in the sentence,0
metaphor. To set aside their doubts and work together for mutual economic growth and success.,"metaphor. Metaphorically means to leave or abandon something, like burying your reservations",1
literal. Indicates possession or belonging to the ASEAN countries mentioned in the sentence.,literal. To indicate possession or belonging,0
metaphor. Removing obstacles for growth and progress in the region.,"literal. Reservation refers to a specific rule or restriction in this context, not a metaphorical concept",1
literal. Increased cooperation leads to higher growth potential and a stronger economic coalition.,literal. to indicate a logical consequence or result in the sentence,0
metaphor. High growth means strong economic performance and potential for development and success.,metaphor. High growth opportunities and increased influence of smaller countries in the global economy,1
"metaphor. ""growth"" symbolizes unity, collaboration, and progress among ASEAN countries and their partners.",literal. Increased economic growth and development opportunities for smaller countries like Australia and Japan,1
literal. Clarifies distinction between ASEAN countries and other partners for economic growth analysis.,literal. To indicate additional countries or Partners in the group,0
metaphor. ASEAN countries would benefit from forming stronger partnerships with economically stronger countries.,"literal. Efficiency, cooperation, shared goals, mutual benefit, economic growth, environmental sustainability, innovation, competition, support",1
literal. Increased economic growth and cooperation.,metaphor. Serves as a connector between different countries for increased economic growth and collaboration,0
"literal. ""such"" is used to refer to specific examples of strong economies mentioned earlier in the sentence.",literal. To specify the particular countries mentioned,0
metaphor. - Strong economies,"metaphor. - Symbolizes growth, success, and resilience",1
literal. Achieve stronger economic growth and partnership through collaboration and cooperation.,"literal. Comparison of growth rates, economies, and partnerships between different countries",0
"metaphor. Advanced, experienced, stable economies with established infrastructure and systems.","metaphor. More experienced, established economies provide better opportunities and resources for growth and development",1
"literal. economic growth, trade partnerships, regional stability, collaboration, development opportunities, shared resources, mutual benefits.",literal. Because it refers to the actual financial status and efficiency of the countries mentioned,0
literal. Economic growth potential and collaboration with stronger partners could benefit ASEAN countries.,"literal. Potential for growth, expansion, and improvement despite existing tensions and challenges",0
literal. Meaning a dynamic coalition due to increased growth and cooperation among ASEAN countries and partners.,literal. It is used to indicate a logical consequence or result in the sentence,0
"metaphor. Economic growth, collaboration, diversity of economies, potential for stronger partnerships.","literal. Increased competition for resources, economies of scale, and shared interests in development",1
literal. To maximize economic growth and leverage strengths of each country in the region.,"literal. Collaboration, unity, shared goals, working together towards a common objective",0
"metaphor. It suggests a direction or destination, implying an inevitable outcome.","metaphor. It implies a planned course of action or strategy, not a literal physical direction",1
literal. Referring to a financial situation where a borrower fails to repay a loan on time.,literal. Describes a expected or typical action in a situation without implying a metaphorical meaning,0
metaphor. US defaulting on debt makes it undesirable as a partner due to financial instability and unreliability.,literal. Because it is referring to a specific inquiry or debate being discussed in the sentence,1
literal. To emphasize the uncertainty and lack of appeal in partnering with the US government.,"literal. ""just"" is used to emphasize the surprising and unexpected nature of wanting to be a partner",0
literal. Because it is referring to a specific group or individual in a concrete manner.,"literal. ""who"" is used non-metaphorically to refer to specific individuals or groups",0
literal. It indicates potential or hypothetical interest or willingness to partner with the US.,"literal. ""Would"" is used to express a hypothetical situation or possibility in the sentence",0
"literal. ""Even"" is used to emphasize the surprising or unlikely nature of a situation or scenario.","literal. ""even"" is used to emphasize surprising or unexpected desire for partnership with the US",0
"literal. economic stability, political reliability, global influence, military strength, shared values and interests.","literal. Literal desire for partnership, not metaphorical or symbolic",0
literal. To indicate existence or presence.,literal. Describing a hypothetical situation or possibility,0
metaphor. 1. Financial instability,literal. Because it refers to a person who collaborates or partnerships with the US government,1
"literal. ""wa"" is used as a conjunction to connect two clauses in the sentence.","literal. ""wa"" is used as a conjunction to connect the two clauses in the sentence",0
metaphor. - Highlighted importance,metaphor. Highlighting the significance and urgency of the question being asked,1
literal. Literal reference to the most recent or previous night. No metaphorical or symbolic meaning intended.,"literal. ""last"" is used to indicate a specific point in time in the sentence",0
"literal. Literal time reference, not symbolic or metaphorical.","literal. Literal reference to time of day, not symbolic or metaphorical",0
metaphor. The US was on a path towards defaulting on its financial obligations.,"metaphor. Major decision-making process, potential for disaster, importance of partnership",1
"literal. The term ""default"" refers to a failure to meet financial obligations or repay debts.","literal. Historical context, financial impact, international relations, policy changes, consumer trends, technology advancements",0
literal. To emphasize the unique and unprecedented nature of the situation.,literal. To indicate the initial or starting point of a situation or event,0
"literal. The statement is referring to a specific moment or period, not an abstract concept.",literal. to indicate a specific point in time or situation,0
"literal. Clarity, specificity, avoids ambiguity, emphasizes the subject, formal writing style.",literal. To refer to a specific question or issue,0
"literal. It is referring to actual events from the past, not a figurative or symbolic concept.",literal. Because it refers to the actual past events and actions of the American Administration,0
"literal. Represents a specific action or state of being, not a metaphor or comparison.",literal. To indicate a specific point in time or sequence of events,0
literal. It conveys a sense of urgency and desperation in completing the task.,literal. To emphasize the urgency and importance of the situation,0
"metaphor. Congress is not physically attempting to complete the bill, but working diligently to do so.",literal. The sentence is describing a literal action or effort being made by the Congress,1
literal. Because it refers to the physical act of finishing a task or process accurately and successfully.,literal. To indicate that the bill was completed and approved by the House of Representatives,0
"literal. Because ""bill"" in this context refers to a legislative proposal or draft of a new law.",literal. Literal reference to a legal document or legislation,0
"metaphor. Raising refers to increasing the debt limit, not physically lifting it.",metaphor. To indicate the act of increasing or reaching a certain level or amount,1
"literal. It refers to the government's debt limit and financial obligations, not a literal ceiling.","literal. Referring to the specific level of debt allowed by law, not a metaphorical concept",0
"literal. literal financial obligation, not a metaphor for something else","literal. Literal meaning of financial obligation or deficit, not a metaphor for something else",0
metaphor. It represents a limit or restriction on the amount of debt the government can incur.,literal. Literal reference to the physical height of the ceiling in relation to the President,1
"literal. Literal sense indicates urgency and deadline, no figurative meaning needed.",literal. Literal reference to a specific point in time for a specific purpose,0
literal. Literal action of physically signing a document; no symbolic or metaphorical meaning implied.,literal. Literal action of officially approving or confirming something,0
"literal. Specific time frame, urgency, immediate action required, time constraint, factual statement.",literal. The sentence is referring to a specific point in time for accuracy,0
literal. It refers to individuals in positions of power and authority making decisions.,"metaphor. Leaders prioritize and prioritize their work, leading them to prioritize and prioritize their work",0
literal. Refers to using virtual communication methods rather than in-person interactions.,"literal. Because it means nearly or almost in this context, not metaphorically",0
metaphor. Prioritizing and focusing solely on resolving the debt ceiling increase issue.,metaphor. To indicate prioritizing or scheduling other matters,1
literal. It is used to indicate everything else besides the main focus of hammering out a debt ceiling increase.,"literal. To indicate that specific business was not being referred to, but rather mentioned or discussed",0
"literal. Referring to political affairs, not commercial activities.","literal. Literal reference to the focus of leaders' actions, not a metaphorical concept or figure of speech",0
"metaphor. Priority, urgency, focus on resolving pressing issue of debt ceiling increase.",metaphor. To indicate pausing or halting action,1
"metaphor. ""Seeking"" implies active effort, determination, and focus on achieving a specific goal or outcome.",metaphor. To indicate a deliberate action or effort to reach a specific goal or objective,1
literal. Literal description of negotiating or working diligently to reach a resolution or agreement.,metaphor. To emphasize urgency and determination in reaching the debt ceiling increase,0
"literal. Literal financial obligation, not a metaphor for other responsibilities or burdens.","literal. Literal financial obligation, not figurative or symbolic",0
metaphor. It signifies a limit or boundary that must be negotiated or adjusted.,metaphor. To indicate a limit or ceiling in terms of financial obligations or restrictions,1
"literal. Literal reference to raising the debt ceiling, not a metaphorical increase in activity or productivity.","literal. Literal meaning of increasing debt ceiling by a specific amount, not figurative or symbolic",0
"literal. Because it means calm and rational, not physically horizontal or at a certain height.","metaphor. Brady is known for his authoritative and knowledgeable demeanor, suggesting he is in charge",0
"literal. Because it describes the Secretary as calm and sensible, not actually physically moving in a direction.",metaphor. Metaphorically refers to someone in charge or knowledgeable in a particular field or position,0
"literal. Because ""figure"" is referring to a person's physical presence or appearance, not a metaphorical representation.",literal. Because it refers to a person or position of authority or influence in this context,0
literal. To advise or caution about potential risks or consequences.,literal. It is used to indicate a warning or advice given by a high-ranking official,0
"literal. Imbroglio is used to describe a complicated situation or entanglement, not a metaphorical concept.","literal. It refers to a financial mess or controversy, not a creative or artistic technique",0
"literal. ""may"" indicates a possibility or likelihood of higher interest costs for taxpayers.",literal. To indicate possibility or likelihood of an outcome,0
metaphor. Uncertainty in the market may lead to increased risk and therefore higher interest rates.,metaphor. - To indicate a potential outcome,1
metaphor. Potential economic instability and increased borrowing needs can lead to increased interest rates.,metaphor. Potential for increased expenses due to uncertainty and lack of control over finances,1
"literal. The context refers to financial costs and implications, not abstract feelings or curiosity.",literal. Because it refers to the actual financial gain or benefit gained from the situation,0
literal. Cost is used literally to refer to the financial burden on taxpayers.,literal. Because it refers to actual financial expenses incurred by the government in relation to the debt,0
literal. Because it directly refers to individuals who pay taxes to the government.,literal. It refers to the financial burden being imposed on the government by the debtors,0
literal. Asking for specific information or clarification.,literal. To ask for specific information or details,0
"literal. The word ""should"" is used to indicate an expectation or obligation in this sentence.",literal. To express obligation or necessity,0
literal. The sentence is discussing a concrete action or event that was expected to occur.,"literal. ""have"" is used to refer to past actions or events that should have occurred",0
literal. It describes a past action or situation that occurred in the past.,literal. Describing a past action or state,0
"literal. Because it describes a normal, regular process or procedure without any hidden meaning or symbolism.","literal. Because it refers to a regular and routine action or process, not a symbolic or figurative routine",0
metaphor. To describe a typical process or procedure that should have been simple or straightforward.,"metaphor. Exercise implies effort and determination, similar to the act of stretching or increasing something",1
metaphor. Because the process was complicated by additional issues and disagreements among lawmakers.,metaphor. Lack of flexibility and room for interpretation led to lengthy debates and disagreements,1
literal. Because it refers to the act of increasing the government's ability to borrow money.,literal. Literal meaning of borrowing is money being borrowed from the government,0
"literal. Because it refers to the authority or capability to borrow money, not physical strength or energy.",metaphor. Lack of clear criteria or clear objectives led to difficulties in implementing the power,0
literal. Political agendas and conflicting interests caused the routine exercise to become more complicated.,literal. Because it refers to a specific point in time and action that occurred,0
"metaphor. Lawmakers wanted to attach legislative initiatives, causing delays and complications in the borrowing process.","metaphor. Lack of consensus, conflicting interests, inability to agree on specific items or clauses",1
literal. To describe the contentious debate and disagreements among lawmakers over additional legislative proposals.,metaphor. To convey the difficulty and complexity of reaching agreement on important policy issues,0
literal. It is referring to the actual legislative process and actions of lawmakers in government.,"literal. Because it refers to laws, regulations, and policies that are necessary for government operations",0
"literal. Legislative initiatives were added to the bill, causing complications and delays in the process.",literal. Because it refers to specific actions or plans being implemented or put into practice,0
"literal. Literal meaning, describing actual legislators involved in making laws, not just metaphorical.",literal. Literal usage to refer to members of the legislative body who make decisions and propose policies,0
"literal. Literal desire for specific legislative initiatives, not just metaphorical ""wanting.""",literal. To express a desire or preference of the lawmakers,0
metaphor. Lawmakers wanted to add additional provisions or amendments to the bill.,metaphor. To signify attaching or incorporating into the bill as a condition for approval,1
literal. Literal reference to a proposed piece of legislation or document.,literal. To refer to a specific piece of legislation or government legislation,0
literal. - The statement is describing a direct consequence of the stalemate.,literal. Treasury's actions resulted in a specific outcome or consequence,0
metaphor. - Lack of agreement or progress,"literal. Lack of agreement among parties, inability to reach a consensus",1
"literal. Not a metaphor, simply stating a fact or outcome.","literal. ""ha"" is used as an interjection to express surprise or disbelief in this context",0
literal. Stalemate causing inability to proceed with debt auctions as planned.,"literal. The verb ""been"" is used non-metaphorically to indicate a past action or state",0
"metaphor. Market uncertainty, lack of investor confidence, potential risk of higher borrowing costs.",literal. Treasury had no other choice due to lack of available funds to auction,1
"literal. Due to uncertainty in the market, lack of demand, or economic conditions.",metaphor. To delay or cancel upcoming debt auctions,0
"literal. literal financial obligation, not a metaphorical burden or obligation.","literal. Literal meaning of owing money, not a metaphor for something else",0
literal. Investors may be hesitant to bid due to uncertainty or lack of confidence in the market.,literal. To indicate auctions of debt for financial profit or disposal,0
"literal. Literal time frame, specific event, financial implications, concrete action, factual reporting.","literal. Literal time reference, specific timeframe, no symbolic meaning or comparison intended",0
