sent1,sent2,label,matrics
"metaphor. Because the sell-off reduced speculation and uncertainty, leading to a decrease in inflationary fears.",metaphor. It implies that the sell-off reduced investor confidence and caused prices to drop,1,"[0.39902690558743836, 0.14324042764677275, 0.07758856497533523, 2.0716834517485276e-308, 0.4375, 0.2, 0.4375, 0.3430275913497391]"
"metaphor. Cooling off represents a decrease in activity or excitement, leading to lower earnings and market impact.","metaphor. Lower earnings would decrease demand for stocks, causing prices to drop",1,"[0.2197468767334812, 1.4668590927248608e-308, 1.4668590927248608e-308, 1.4668590927248608e-308, 0.29411764705882354, 0.0625, 0.17647058823529413, 0.22545454545454546]"
metaphor. 1. Clients' demands became more difficult.,metaphor. Cooling interest or passion may indicate a decrease in intensity or desire,1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.06578947368421054]"
metaphor. - To indicate a need for moderation or control,metaphor. To indicate a decrease in intensity or excitement due to decreased demand or excitement,1,"[0.3333333333333333, 0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 0.5555555555555556, 0.375, 0.5555555555555556, 0.40608465608465605]"
metaphor. China's cooling measures led to decreased demand and investment opportunities for foreign exporters.,metaphor. Foreigners and investors were negatively affected by the economic downturn,1,"[0.1384182521267043, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.2, 0.0, 0.13333333333333333, 0.10948905109489049]"
metaphor. Market uncertainty and changing conditions are likely to impact farm futures prices in the future.,"metaphor. Cooling inflation fears, increased stability in farm prices, less volatility in prices",1,"[0.24428389471321574, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.25, 0.0, 0.25, 0.12738853503184713]"
metaphor. To prevent inflation and maintain economic stability.,metaphor. To prevent inflation and stabilize the economy,1,"[0.625, 0.5714285714285714, 0.5, 0.4, 0.75, 0.5714285714285714, 0.75, 0.6225]"
"metaphor. Using ""cool it down"" metaphorically means to calm or control a situation, not physically cool it.",metaphor. The army cannot physically cool down or control the situation,1,"[0.2634446721749134, 0.1159156557569619, 1.289604477082714e-308, 1.289604477082714e-308, 0.4117647058823529, 0.125, 0.35294117647058826, 0.2719512195121952]"
metaphor. - Diplomatic pressure,metaphor. Increased pressure and desire for peace will convince Iran to normalize relations with the U.S,1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6666666666666666, 0.0, 0.6666666666666666, 0.19230769230769235]"
"metaphor. High demand, limited supply, speculation, and investor confidence drive the property market unaffected by crashes.",metaphor. Cooling effect is not expected because property market is not experiencing a sudden decrease in demand or increase in prices,1,"[0.14285714285714285, 0.05000000000000001, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.06666666666666667, 0.1875, 0.1548821548821549]"
metaphor. Saddam Hussein's actions are stirring up conflict and preventing peace from being achieved.,metaphor. It implies that the situation will not improve despite the threat posed by Saddam Hussein,1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.07142857142857142, 0.2, 0.07042253521126761]"
metaphor. 1. Ongoing conflicts and issues persist.,"metaphor. Cooling tensions, geopolitical tensions, economic uncertainties, and potential threats to international peace and stability",1,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.2857142857142857, 0.12820512820512822]"
"metaphor. Margin requirements seen as healthy and reassuring, not cooling market as intended.",metaphor. To slow down or stabilize rising prices by increasing requirements,1,"[0.15159143965003283, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.07812500000000001]"
metaphor. To reduce excessive speculation and stabilize market volatility.,metaphor. To indicate that the rumors caused a decrease in trading activity,1,"[0.16666666666666669, 0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.125, 0.2222222222222222, 0.20161290322580647]"
"metaphor. To prevent overheating, excessive speculation, and potential market instability.",metaphor. To slow down or stabilize the market's upward movement,1,"[0.2, 0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.1111111111111111, 0.3, 0.18750000000000003]"
metaphor. To lower financial risks and maintain political support.,"metaphor. Cooling capital markets is a priority for party supporters, outweighing Riksbank's arguments",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.0, 0.2222222222222222, 0.05319148936170213]"
"metaphor. Interest waned or diminished in Information Resources, causing a decrease in speculative ardor.",metaphor. Cool enthusiasm faded after initial enthusiasm was cooled by information resources market volatility,1,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.07692307692307693, 0.21428571428571427, 0.07142857142857142]"
metaphor. Decrease in demand or market saturation may have caused the cooling of new orders.,"metaphor. Decrease in demand, increased competition, market saturation, seasonal factors, or external factors may have contributed to the decline",1,"[0.42105263157894735, 0.16666666666666669, 0.0588235294117647, 2.2250738585072626e-308, 0.6666666666666666, 0.35714285714285715, 0.6, 0.4560673701298701]"
metaphor. Cool suggests calmness and control in dealing with contentious issues diplomatically and tactfully.,metaphor. To suggest reducing tensions or resolving conflicts through diplomatic means,1,"[0.06920912606335215, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.10948905109489049]"
metaphor. To downplay or reduce tensions and conflicts between countries regarding trade practices.,metaphor. It suggests that the latest move is to avoid controversy or resistance,1,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.23076923076923078, 0.11538461538461539]"
"literal. Describing actual physical movements in a performance, not symbolic or representational.","literal. The word ""dance"" is used non-metaphorically because it refers to literal movements performed by individuals",0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.08064516129032259]"
literal. Literal description of Barbie dolls being manipulated to appear as if dancing autonomously.,"literal. Barbie and her friends are physically moving and performing in a literal sense, not metaphorically",0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.14285714285714285, 0.14084507042253522]"
"literal. The term ""dance"" is used literally to refer to physical movement and coordination skills.","literal. The word ""dance"" is used non-metaphorically to indicate physical movement and performance",0,"[0.5935873286495363, 0.35725163298351725, 0.1558916216655348, 1.9077870467055724e-308, 0.6, 0.35714285714285715, 0.6, 0.5814147480814148]"
"literal. literal action described, not symbolic or figurative.","literal. The word ""dance"" is used non-metaphorically because it refers to the physical movement and performance of the dog",0,"[0.05263157894736841, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.125, 0.0, 0.125, 0.054945054945054944]"
literal. The phrase is describing a literal action of dancing at an event or gathering.,"literal. The word ""dance"" is used non-metaphorically because it refers to physically moving eyes and bodies in a specific rhythm",0,"[0.2, 0.05263157894736841, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.07142857142857142, 0.26666666666666666, 0.287741935483871]"
"literal. It is describing a literal dance performance on stage, not a figurative or symbolic act.",literal. To show off his wealth and power,0,"[0.0459849301464303, 8.18558927632837e-309, 8.18558927632837e-309, 8.18558927632837e-309, 0.0625, 0.0, 0.0625, 0.03289473684210526]"
literal. The dance is a literal expression of the characters' shared feeling of boredom and disillusionment.,"literal. The musical's message is expressed through a single, memorable number",0,"[0.2308132432510116, 0.0634736418940282, 1.412335412826535e-308, 1.412335412826535e-308, 0.3125, 0.06666666666666667, 0.25, 0.16129032258064516]"
literal. The younger members had more enjoyable performances due to their skill and enthusiasm.,"literal. Because the dancers were better than those at the premiere, and enjoyable to watch",0,"[0.26666666666666666, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.0, 0.2857142857142857, 0.1773049645390071]"
literal. literal description of physical movement and activity at a social event.,"literal. The word ""dance"" is used non-metaphorically because it refers to literal movements performed by individuals",0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.12096774193548386]"
"literal. Literal action of dancing and juggling soccer balls, not symbolic or metaphorical.",literal. Literal action of moving and performing with toys in a literal sense,0,"[0.38461538461538464, 0.25, 0.18181818181818182, 0.10000000000000002, 0.38461538461538464, 0.25, 0.38461538461538464, 0.28615384615384615]"
"literal. literal description of physical movement, expressing joy or excitement.",literal. The speaker is physically moving back into a situation or situationally engaging in a behavior,0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.0, 0.3, 0.14150943396226412]"
literal. Lack of technical skill or training.,"literal. Lack of technical skill, training, or experience",0,"[0.625, 0.42857142857142855, 0.3333333333333333, 0.2, 1.0, 0.6666666666666666, 0.8571428571428571, 0.6816901408450705]"
"literal. The word ""dance"" is used non-metaphorically to convey the constant performance and pressure in interviews.","literal. The word ""dance"" is used literally to describe the physical movement and performance of the characters",0,"[0.5882352941176471, 0.3125, 0.26666666666666666, 0.21428571428571425, 0.5882352941176471, 0.3125, 0.5294117647058824, 0.5145962732919255]"
literal. Godunov was a professional ballet dancer before defecting from the Soviet Union.,"literal. The word ""dance"" is used non-metaphorically because it refers to literal movements performed by someone",0,"[0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.07518796992481204]"
literal. Literal description of physical movement.,"literal. The word ""dance"" is used non-metaphorically because it refers to physically moving rhythmically in a specific direction",0,"[0.05555555555555554, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.13888888888888892]"
literal. Charles Jude's energetic performance highlighted Nureyev's declining physical abilities.,literal. Literal action of moving rhythmically to music or dance,0,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.05000000000000001]"
"literal. It is describing actual physical movement and expression of worship, not a symbolic action.","literal. The word ""dance"" is used non-metaphorically to describe the action of the congregation",0,"[0.19951345279371915, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3333333333333333, 0.0, 0.26666666666666666, 0.1342281879194631]"
"literal. The speaker is physically dancing on the ceiling, as if defying gravity.","literal. The speaker is literally moving their body in a literal sense, not metaphorically",0,"[0.2857142857142857, 0.23076923076923078, 0.16666666666666669, 0.0909090909090909, 0.3076923076923077, 0.25, 0.3076923076923077, 0.24093511450381686]"
"literal. Literal description of women performing a dance at a strip club, no metaphorical meaning intended.",literal. Describing a literal action of people dancing together in a specific location,0,"[0.24428389471321574, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.375, 0.0, 0.3125, 0.19108280254777069]"
"literal. literal description of teenagers dancing together on television, no hidden meaning or metaphor",literal. Because it refers to the physical act of dancing together on TV,0,"[0.3561388764008908, 0.15432684644038602, 0.08417827987657417, 2.060331790082205e-308, 0.35714285714285715, 0.15384615384615385, 0.35714285714285715, 0.320863309352518]"
"literal. Sasha wears eyeglasses for vision correction, not as a fashion statement or accessory.","literal. The speaker is literally dancing with her eyes closed, not metaphorically experiencing a moment of silence",0,"[0.17647058823529413, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.10489510489510487]"
"literal. Because the sentence describes a literal action of tap dancing on stage, not a metaphorical use.","literal. The word ""dance"" is used non-metaphorically because it refers to physically moving rhythmically on the stage",0,"[0.17647058823529413, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.47058823529411764, 0.0, 0.29411764705882354, 0.11764705882352941]"
"literal. Literal action of watching a video, not actually dancing.",literal. Literal action of moving rhythmically to the music or video,0,"[0.36363636363636365, 0.3, 0.2222222222222222, 0.12500000000000003, 0.5, 0.3333333333333333, 0.5, 0.3929455445544555]"
"literal. Describing a physical movement, showcasing agility and footwork in a boxing match.","literal. The word ""dance"" is used non-metaphorically because it refers to physically moving and performing movements",0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3076923076923077, 0.0, 0.23076923076923078, 0.11278195488721804]"
"literal. The word ""dance"" is used non-metaphorically in this context because it is describing a literal action.","literal. The word ""dance"" is used non-metaphorically because it refers to the physical action of moving rhythmically to music",0,"[0.47368421052631576, 0.3888888888888889, 0.29411764705882354, 0.25, 0.6111111111111112, 0.47058823529411764, 0.6111111111111112, 0.44573643410852715]"
"literal. The word ""dance"" is used literally to describe the character's physical movements and actions.",literal. Literal description of a person dancing on a stage,0,"[0.060653065971263354, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.1875, 0.0, 0.125, 0.06896551724137931]"
literal. literal description of an event happening at the Pierre Hotel with advertising executives.,"literal. Literal action of dancing is described, not a metaphorical or symbolic act",0,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.21428571428571427, 0.07692307692307693, 0.21428571428571427, 0.18385291766586728]"
"literal. The sentence describes an actual event where pigs are dancing and flying, not metaphorical.","literal. The phrase refers to physically experiencing or experiencing something through movement, not a metaphorical concept",0,"[0.1875, 0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.16924208977189112]"
"literal. Literal description of a physical activity involving movement to music, not a metaphorical expression.","literal. The word ""dance"" is used non-metaphorically because it refers to the physical action of moving rhythmically to music",0,"[0.21052631578947367, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.07142857142857142, 0.26666666666666666, 0.16233766233766236]"
"metaphor. Avoiding direct action, discussing but not committing to a specific plan or decision.","literal. Literal meaning, no symbolic interpretation",1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
metaphor. Companies are already cooperating with Wall Street's demands and expectations.,literal. Companies are taking steps to adapt to market changes and stay competitive,1,"[0.23076923076923078, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.09090909090909091, 0.25, 0.2818080357142857]"
"metaphor. Dance means to move or act freely, diddle means to waste time or procrastinate.",literal. The speaker is referring to not being able to perform or do something physically,1,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.13333333333333333]"
"literal. The physical structure of the superconductors is altered, disrupting their ability to conduct electricity efficiently.",metaphor. Pounding destroys the superconductors' ability to conduct large electrical current without resistance,0,"[0.24428389471321574, 0.13232044296965856, 0.07217478707435919, 1.7665365515873297e-308, 0.375, 0.2, 0.375, 0.2840764331210191]"
"literal. Chemical reactions break down the structure of the polymers, causing them to disintegrate.",literal. To eliminate the link between the fibers and the environment,0,"[0.20762737819005644, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.145985401459854]"
"literal. Perceived as untrustworthy or radical, potential loss of credibility and opportunities, negative consequences.","literal. Lack of credibility, fear of consequences, lack of understanding, resistance to change, lack of faith in potential outcomes",0,"[0.15789473684210523, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.07692307692307693, 0.2857142857142857, 0.10344827586206898]"
"literal. - Pollution, deforestation, urbanization, and climate change have significantly damaged the environment.","literal. Increased pollution, economic downturn, lack of natural resources, invasive species, high technology",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.07692307692307693]"
literal. To eliminate or neutralize enemy threats and restore peace and order in the region.,literal. literal use to indicate the physical destruction of enemy forces and facilities,0,"[0.263816590510905, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.3333333333333333, 0.0, 0.26666666666666666, 0.1689189189189189]"
literal. - Religious intolerance,literal. Because it was used as a military objective and destroyed due to Moslem aggression,0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.09803921568627452]"
"literal. Destroy means to physically ruin or damage, not just metaphorical destruction.",literal. Old clothes are often destroyed and new ones don't adhere to societal norms and beliefs,0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.12096774193548386]"
literal. To accurately describe the malicious intent and impact of a virus on computer systems.,literal. To emphasize the malicious intent of the virus and its ability to harm or destroy computers,0,"[0.47058823529411764, 0.1875, 0.06666666666666667, 2.2250738585072626e-308, 0.6, 0.21428571428571427, 0.5333333333333333, 0.38417803768680964]"
literal. It accurately describes the cop defeating the villains in a dramatic and intense manner.,"literal. Because it means to eliminate or destroy something, not physically destroy it",0,"[0.06595414762772626, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06756756756756756]"
literal. They wanted to eliminate or overthrow a government they believed was controlled by Zionists.,literal. To emphasize the deliberate and violent destruction of the business enterprise,0,"[0.0649000652559504, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06802721088435373]"
literal. To protect sensitive information and ensure compliance with privacy laws and regulations.,"literal. Cost savings, efficiency, convenience, quality control, data preservation, maintaining inventory",0,"[0.0757957198250164, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.07692307692307693, 0.0, 0.07692307692307693, 0.03906250000000001]"
literal. The Sandinista offensive aimed to physically eliminate the freedom fighters.,"literal. literal meaning, intentional destruction of enemy forces, strategic advantage, minimizing casualties, eliminating threats",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.18181818181818182, 0.0, 0.18181818181818182, 0.13274336283185842]"
"literal. Fire physically damaged the opera house, causing destruction to the backstage facility, sets, and costumes.",literal. The fire caused extensive damage and destruction to the opera house and surrounding area,0,"[0.3742027940126471, 0.20046578250677521, 0.07196207577166291, 2.081572136844798e-308, 0.6875, 0.26666666666666666, 0.4375, 0.46792452830188674]"
literal. The lasers physically break down birthmarks and kidney stones without the need for surgery.,literal. Literal meaning of destroying or eliminating the cancerous cells,0,"[0.1213061319425267, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06896551724137931]"
"literal. Promoting peace and cooperation is the goal, not destruction or harm.",literal. To emphasize the severity of their situation and desire for freedom,0,"[0.25, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.16666666666666666, 0.125]"
"literal. to dispel rumors, protect brand image, maintain business interests, avoid negative publicity and legal repercussions.",literal. Maintaining control over assets and branding,0,"[0.07898658475130411, 6.15128447160133e-309, 6.15128447160133e-309, 6.15128447160133e-309, 0.25, 0.0, 0.1875, 0.13245033112582782]"
literal. It is used literally to indicate physical destruction or elimination of the Contra bases.,"literal. To describe a physical action of destroying something, not a metaphorical concept",0,"[0.19786244288317878, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.1689189189189189]"
literal. To avoid escalation and maintain control of the situation without causing further harm or conflict.,literal. To show aggression and respond with force,0,"[0.13795479043929088, 0.05255420588163462, 8.18558927632837e-309, 8.18558927632837e-309, 0.1875, 0.06666666666666667, 0.1875, 0.16812865497076024]"
literal. To protect patient confidentiality and ensure privacy compliance.,literal. Literal destruction of documents due to routine office cleaning,0,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.0, 0.2222222222222222, 0.10989010989010987]"
"literal. CFCs react with ozone molecules, breaking them down and depleting the ozone layer.","literal. CFCs break down ozone molecules, leading to ozone depletion and harm to the environment",0,"[0.5333333333333333, 0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.7142857142857143, 0.15384615384615385, 0.42857142857142855, 0.5276595744680851]"
"literal. ""Destroy"" is used non-metaphorically to describe the actual breaking down or depletion of ozone.","literal. To emphasize the change in chemical composition without using the word ""destroy""",0,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.3125, 0.0, 0.1875, 0.1689189189189189]"
literal. The explosion did not completely demolish or obliterate the rocket fuel plant.,"literal. The explosion did not destroy the plant, which was not a physical object",0,"[0.42857142857142855, 0.30769230769230765, 0.25, 0.18181818181818182, 0.5384615384615384, 0.3333333333333333, 0.5384615384615384, 0.48449914316871784]"
literal. Literal description of the demonstrated capability of the object without metaphorical intent or exaggeration.,"literal. Drones are small, maneuverable vehicles that can be targeted and destroyed with precision",0,"[0.06650448426457305, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.06666666666666667, 0.0, 0.06666666666666667, 0.06711409395973154]"
"literal. Poor management decisions, lack of focus on product innovation, and internal power struggles.",literal. It caused severe damage and disruption to the company's reputation and operations,0,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07194244604316546]"
"literal. Concrete hangar provides protection from explosion and debris, close miss may not cause enough damage.","literal. The word ""destroy"" is used non-metaphorically because it means physically destroying something",0,"[0.06107097367830394, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.0625, 0.0, 0.0625, 0.03184713375796178]"
literal. To eliminate potential threats and disrupt networks of resistance or rebellion.,literal. To eliminate threats and maintain control over communities,0,"[0.3980729503187718, 0.268699241465171, 0.1023616157962556, 1.594335087959687e-308, 0.4166666666666667, 0.2727272727272727, 0.4166666666666667, 0.41367521367521376]"
literal. To ensure they cannot be used in future conflicts and pose a threat.,"literal. Cars can be destroyed in conflict, but not airplanes",0,"[0.20109601381069178, 1.491511611267286e-308, 1.491511611267286e-308, 1.491511611267286e-308, 0.2857142857142857, 0.0, 0.2857142857142857, 0.11029411764705882]"
"literal. Taxes can reduce incentives and distort market signals, leading to destruction of market values.","literal. Technical misunderstandings, lack of understanding of economic principles, increased government control, lack of innovation",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06666666666666667]"
literal. To seek compensation for the loss of her paintings due to Chase's actions.,"literal. The word ""destroyed"" is used non-metaphorically to indicate the paintings were physically destroyed",0,"[0.2857142857142857, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.0, 0.26666666666666666, 0.14285714285714285]"
literal. For urban development or construction purposes.,"literal. The word ""destroyed"" is used non-metaphorically to describe the physical act of dismantling and removing the structure",0,"[0.05555555555555554, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0617283950617284]"
literal. To neutralize threats and protect national security.,literal. To accurately describe the action of fighter aircraft avoiding and destroying enemy aircraft in a military context,0,"[0.16666666666666669, 0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.14285714285714285, 0.375, 0.2839506172839506]"
literal. To eliminate the illegal drug supply and disrupt drug trafficking operations.,literal. Decrease in demand or outbreak of disease caused by invasive species,0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.041666666666666664]"
"literal. Lack of awareness, greed, ignorance, and unsustainable fishing practices.","literal. The word ""destroy"" is used non-metaphorically to convey the negative impact on the environment",0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1, 0.0, 0.1, 0.04761904761904763]"
literal. - Literal interpretation of causing harm or damage,"metaphor. Power obsession, lack of empathy, inability to accept consequences of actions",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.125, 0.0, 0.125, 0.053763440860215055]"
literal. - Military action,literal. The gunboat was unable to defeat the USS Joshan's defenses and was destroyed in the attack,0,"[0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.09433962264150943]"
"literal. The process kills the harmful bacteria, rendering it ineffective and unable to cause harm.",literal. CNS toxins destroy the bacteria that cause botulism,0,"[0.17113903967753066, 1.142391010069532e-308, 1.142391010069532e-308, 1.142391010069532e-308, 0.26666666666666666, 0.0, 0.26666666666666666, 0.10416666666666666]"
literal. To prevent the lawsuit from going to trial and potentially damaging the company's reputation.,literal. To prevent potential evidence from being examined or examined thoroughly,0,"[0.252779610326865, 0.13902878567977578, 0.07723821426654208, 1.54674658298039e-308, 0.3125, 0.13333333333333333, 0.25, 0.17123287671232876]"
literal. Space Shuttle Challenger explosion led to loss of public confidence in commercial space travel.,"literal. Shuttles were not physically destroyed, but their presence caused harm or disruption",0,"[0.06595414762772626, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06756756756756756]"
literal. Judges eliminated or invalidated the time frame for evaluating risk.,"literal. Time frame was used to assess risk, not literally destroyed",0,"[0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.36363636363636365, 0.1, 0.36363636363636365, 0.23232323232323232]"
"literal. High temperatures break down molecular structure, altering composition and rendering the mineral unusable.","literal. The word ""destroy"" is used non-metaphorically to emphasize the severity of the reaction",0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07142857142857142]"
"metaphor. Maintain stability, limit collateral damage, facilitate future recovery and growth for Panama's economy.",literal. To minimize harm and maximize success of economic recovery,1,"[0.13406400920712788, 1.491511611267286e-308, 1.491511611267286e-308, 1.491511611267286e-308, 0.13333333333333333, 0.0, 0.06666666666666667, 0.07352941176470587]"
"metaphor. Loss of crucial sales, damaged reputation, inability to recover financially, potential closure of business.","literal. Because it means to severely harm or destroy something, not just physically destroy it",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.06666666666666667, 0.0, 0.06666666666666667, 0.03333333333333333]"
metaphor. - Inefficient use of resources,"literal. Economic loss, job loss, misuse of funds, lack of impact on export market",1,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.07352941176470588]"
metaphor. Poor investment decisions led to significant loss of funds over a five-year period.,literal. Because it refers to the physical act of losing money or assets,1,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.07194244604316546]"
metaphor. It damaged his credibility and raised questions about his authenticity and originality.,"literal. Emails, phone calls, and social media posts damaging to the campaign's reputation",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.07692307692307693, 0.07692307692307693]"
