sent1,sent2,label,matrics
"literal. Clear reference to the room being described, not a person or object.",literal. Refers to a possessive pronoun indicating a physical object or entity (the room).,0,"[0.23076923076923078, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5833333333333334, 0.18181818181818182, 0.3333333333333333, 0.2608471074380165]"
literal. Literal description of the room's contents and purpose contradicts expectations.,"literal. ""most"" is used to describe a physical aspect of the room (its surprising quality).",0,"[0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2727272727272727, 0.2, 0.2727272727272727, 0.18028846153846154]"
"literal. Unconventional choice, unexpected placement, contrasts with traditional expectations, adds unique character to the room.","literal. The word ""surprising"" describes an unexpected feature of the room, a literal surprise.",0,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.21428571428571427, 0.07692307692307693, 0.21428571428571427, 0.07194244604316546]"
"literal. Incongruity between room decor and purpose, bathtub added later by Charlotte.","literal. Refers to a physical space within a building with walls, ceiling, and floor.",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.09090909090909091, 0.0, 0.09090909090909091, 0.044642857142857144]"
literal. The room was originally intended to be a salon or library.,"literal. The word ""covered"" describes a physical surface being concealed by paintings.",0,"[0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2727272727272727, 0.0, 0.18181818181818182, 0.13636363636363635]"
literal. Not originally intended for bathing.,literal. Refers to the physical top interior surface of a room.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Unusual choice made by lady named Charlotte, deviating from typical salon or library expectations.","literal. Refers to the physical surface of the room, covered in paintings.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0364963503649635]"
literal. The paintings were not the most appropriate choice for a bathing room.,literal. Refers to a specific historical period's artistic style and era.,0,"[0.08187307530779821, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.0423728813559322]"
"literal. Literal description of physical artwork and room, not metaphorical or symbolic use of term.",literal. The sentence describes a physical room with actual paintings on the walls.,0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.036231884057971016]"
literal. It is unexpected or unusual given the context or historical period of the room.,"metaphor. ""should"" implies a sense of expectation or propriety, rather than a literal obligation.",0,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.14285714285714285, 0.0, 0.07142857142857142, 0.07194244604316546]"
"literal. Literal description of room's appearance and purpose, no metaphorical meaning intended.","literal. ""be"" describes a physical state or condition of the room.",0,"[0.09048374180359597, 2.0133300850710214e-308, 2.0133300850710214e-308, 2.0133300850710214e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.045871559633027525]"
literal. Not originally intended for bathing.,"literal. Refers to a specific type of room, implying a physical space.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. - Lack of space,literal. Refers to a physical room in a building where books are typically stored.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Unexpected change in design, personal preference, lack of space for expected room.","literal. ""instead"" indicates a contrast between expected and actual uses of the room.",0,"[0.25, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.16666666666666666, 0.125]"
"literal. Mismatched style, unexpected choice, personal preference.","literal. ""dotty"" describes the physical appearance of the stone bathtub, likely with dots or spots.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. - Lack of space,literal. The text describes a physical bathtub made of stone in a specific location.,0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.10204081632653061]"
literal. - Lack of space,literal. The bathtub is physically set into a wall in a specific room.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. To describe an action or state of being, such as setting a bathtub into a wall.","literal. ""wa"" is not present in the given sentence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Mismatched design choice, lack of functionality, personal preference or eccentricity, historical preservation.","literal. ""set into one wall"" implies physical placement or installation.",0,"[0.07961459006375435, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.042735042735042736]"
"literal. Functional preference, historical context, personal choice, stylistic deviation from traditional room use.",literal. The sentence describes a physical bathtub set into a physical wall in a room.,0,"[0, 0, 0, 0, 0.08333333333333333, 0.0, 0.08333333333333333, 0.0]"
"literal. Renovation, personal preference, style change, functional upgrade, modern convenience, aesthetic appeal.","literal. Refers to a specific point in time, indicating a chronological sequence of events.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Literal description, specific historical context, chronological sequence, factual information.","literal. Refers to a specific point in time, indicating a historical event or action.",0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.0, 0.2222222222222222, 0.10638297872340426]"
literal. to specify the gender of the person who added the bathtub.,"literal. Refers to a specific person, Charlotte, with a title of respect.",0,"[0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2727272727272727, 0.0, 0.18181818181818182, 0.09090909090909091]"
literal. To indicate the specific person responsible for adding the bathtub to the room.,"literal. ""called"" introduces a name, indicating the lady's actual name is Charlotte.",0,"[0.0757957198250164, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.15384615384615385, 0.08333333333333333, 0.15384615384615385, 0.07812500000000001]"
"literal. It indicates a lack of action or occurrence in the past, based on specific circumstances.","literal. ""Never"" indicates a complete absence of action, emphasizing she didn't use it at all.",0,"[0.19951345279371915, 0.07162021382338637, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3333333333333333, 0.14285714285714285, 0.26666666666666666, 0.2118288590604027]"
"literal. It directly refers to the action of using an object, not a metaphorical meaning.","literally. ""Used"" refers to the physical operation or activation of something (the ""it"").",0,"[0.28216057496353797, 0.15390576816192983, 0.08464817248906142, 1.8834843577582417e-308, 0.42857142857142855, 0.15384615384615385, 0.2857142857142857, 0.2717391304347826]"
literal. It indicates a sequence of events or actions.,"literal. ""having"" indicates possession or acquisition of incorrect plumbing details.",0,"[0.3333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.0, 0.25, 0.1851851851851852]"
metaphor. The speaker received or understood the plumbing details incorrectly.,"literal. ""Got"" means ""obtained"" or ""acquired"" in this context, referring to receiving or having details.",1,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.125, 0.3333333333333333, 0.19736842105263158]"
literal. Literal reference to the installation of pipes and fixtures in a building or structure.,"metaphor. ""plumbing"" refers to underlying structure or system, not actual pipes and fixtures.",0,"[0.28216057496353797, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.5, 0.23076923076923078, 0.35714285714285715, 0.32318840579710145]"
metaphor. The plumbing details refer to specific elements or aspects of the plumbing system.,"literal. ""Details"" refers to specific aspects or components of the plumbing system.",1,"[0.6063657586001313, 0.3335011672300722, 0.18527842623892898, 0.10421911475939759, 0.7692307692307693, 0.5, 0.6923076923076923, 0.6722608024691359]"
"literal. The sentence refers to a mistake in plumbing details, not a moral or ethical judgement.","literal. ""Wrong"" refers to incorrect or inaccurate plumbing details, a factual mistake.",0,"[0.37916941549029753, 0.13902878567977578, 1.54674658298039e-308, 1.54674658298039e-308, 0.4666666666666667, 0.14285714285714285, 0.3333333333333333, 0.350076103500761]"
metaphor. To convey the difficulty and slow progress of traveling on the D216.,"literal. ""Wriggling"" describes the physical movement of a road or path.",1,"[0.1637461506155964, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0847457627118644]"
"literal. Describing physical location, not comparing or symbolizing.","literal. Refers to a geographical area, specifically a rural region.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Literal physical movement and direction are described, not metaphorical or abstract concepts.","literal. ""Come"" indicates physical arrival or approach to a location.",0,"[0.15922918012750872, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.08547008547008547]"
literal. Describing additional chateaux without exaggeration or comparison.,"literal. ""More"" refers to an additional quantity of chateaux, a physical count.",0,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.2857142857142857, 0.06756756756756757]"
literal. Describing physical locations or structures.,literal. Refers to actual buildings with historical and architectural descriptions.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Describing the time period of the chateaux.,literal. Refers to a specific century in which the chateau was built.,0,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.06756756756756757]"
"literal. Panloy is a physical place, not a metaphorical concept, in the sentence.","literal. Panloy refers to a specific chateau, a physical location.",0,"[0.31845836025501745, 0.08956641382172367, 1.594335087959687e-308, 1.594335087959687e-308, 0.3333333333333333, 0.09090909090909091, 0.25, 0.17094017094017094]"
literal. Describing the chateaux's deteriorating appearance.,"metaphor. ""flaking"" describes the gradual deterioration of the chateau's surface, not actual flakes.",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6666666666666666, 0.2, 0.5, 0.2631578947368421]"
"literal. Describing the chateaux's appearance and setting, not implying a romantic relationship.","metaphor. ""Romantically"" conveys a sense of nostalgic, dreamy decay, rather than actual romance.",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.08333333333333333, 0.04504504504504504]"
metaphor. The chateaux are deteriorating or decaying.,"metaphor. ""flaking away"" implies gradual decay or disintegration, not physical movement.",1,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.16666666666666666, 0.078125]"
"literal. Clear reference to specific locations, not abstract concept.","literal. ""it"" refers to a specific, tangible entity (the D216 road).",0,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.14285714285714285, 0.375, 0.22865853658536583]"
literal. Describing the physical location and appearance of the chateaux.,"literal. Hillock is a geographical feature, describing a small hill or mound.",0,"[0, 0, 0, 0, 0.1111111111111111, 0.0, 0.1111111111111111, 0.05434782608695651]"
literal. Describing a physical location or position.,"literal. The word ""overlooking"" describes the physical location of the chateau on a hill.",0,"[0.23076923076923078, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6666666666666666, 0.2, 0.5, 0.47108208955223874]"
literal. Describing the physical shape or curve in the river.,literal. Refers to a physical curve in the Charente river's path.,0,"[0.4, 0.2222222222222222, 0.12500000000000003, 2.2250738585072626e-308, 0.5555555555555556, 0.25, 0.5555555555555556, 0.412087912087912]"
"literal. Describing physical proximity, not degree of closeness.","literal. ""almost"" indicates proximity, describing the physical location of the two chateaux.",0,"[0.2727272727272727, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5714285714285714, 0.0, 0.42857142857142855, 0.2702702702702703]"
"metaphor. ""Next"" is used to indicate proximity and sequence of the two chateaux in the description.","literal. ""next door"" is a common idiomatic expression for nearby or adjacent locations.",1,"[0.0649000652559504, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.03401360544217687]"
metaphor. To indicate proximity or closeness in relation to physical distance.,"metaphor. ""next door"" implies proximity, not physical adjacency.",1,"[0.09306272250443651, 1.4495000173229606e-308, 1.4495000173229606e-308, 1.4495000173229606e-308, 0.2, 0.0, 0.2, 0.05154639175257732]"
literal. Describes the age and historical significance of the chateaux accurately.,"literal. ""much older"" is a quantitative comparison of age, not a figurative expression.",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.1, 0.04901960784313726]"
literal. To indicate age or historical significance.,"literal. ""Older"" compares the ages of two physical structures, Panloy and Crazannes.",0,"[0, 0, 0, 0, 0.16666666666666666, 0.0, 0.16666666666666666, 0.07692307692307693]"
literal. To describe a physical feature of the Crazannes chateau.,literal. Moat is a physical feature typically surrounding a castle or fortified structure.,0,"[0.25, 0.18181818181818182, 0.10000000000000002, 2.2250738585072626e-308, 0.3333333333333333, 0.25, 0.3333333333333333, 0.27479091995221033]"
"literal. Because Crazannes is a physical location and structure, not a metaphor or abstract concept.","literal. Refers to a specific, real chateau with a physical location and architectural features.",0,"[0.3561388764008908, 0.231490269660579, 0.16835655975314837, 0.09259610786423161, 0.35714285714285715, 0.23076923076923078, 0.2857142857142857, 0.320863309352518]"
metaphor. To emphasize the abundance of intricate and detailed carvings covering the exterior of Crazannes.,"literal. ""half-smothered"" describes the physical covering of the chateau by Gothic carving.",1,"[0.2768365042534086, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.35714285714285715, 0.0, 0.21428571428571427, 0.145985401459854]"
"literal. Detailed, intricate, visually stunning, impressive craftsmanship, historical significance.","literal. ""amazing"" describes the impressive, extraordinary quality of the Gothic carving.",0,"[0, 0, 0, 0, 0.125, 0.0, 0.125, 0.0]"
literal. Describing the intricate and bold architectural style of the Crazannes chateau.,"literal. ""flamboyant"" describes a specific architectural style, Gothic carving, in a literal sense.",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2727272727272727, 0.1, 0.2727272727272727, 0.09009009009009009]"
literal. Describing intricate architectural details.,"literal. Refers to physical architectural feature of the building, Crazannes.",0,"[0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.11111111111111112]"
"literal. It describes a physical movement or action, not a symbolic or abstract concept.","literal. ""Crossing"" refers to physically traversing the autoroute, a physical road or highway.",0,"[0.23001110365733082, 0.08364040132993847, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.23076923076923078, 0.08333333333333333, 0.23076923076923078, 0.11627906976744186]"
"literal. Specific location and direction given, no need for metaphorical interpretation.","literal. ""Autoroute"" refers to a specific type of road or highway in France.",0,"[0, 0, 0, 0, 0.1, 0.0, 0.1, 0.04901960784313726]"
literal. Directions are being followed.,"literal. ""Turning"" refers to a physical change in direction while traveling.",0,"[0, 0, 0, 0, 0.25, 0.0, 0.25, 0.10869565217391304]"
literal. Providing specific direction and location.,"literal. ""North"" refers to a specific direction on a map or compass.",0,"[0.18181818181818182, 0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.25, 0.4, 0.3348214285714286]"
literal. It is a specific road designation on a map for navigation purposes.,literal. D127 refers to a specific road or highway in the given context.,0,"[0.25, 0.18181818181818182, 0.10000000000000002, 2.2250738585072626e-308, 0.25, 0.18181818181818182, 0.25, 0.21296296296296297]"
"metaphor. Describes the route taken, implying a sense of movement and direction towards the destination.","literal. ""brings"" indicates physical movement or transportation to a location.",1,"[0.12750076016387393, 1.2766437377119805e-308, 1.2766437377119805e-308, 1.2766437377119805e-308, 0.14285714285714285, 0.0, 0.07142857142857142, 0.07407407407407407]"
literal. Describes physical route/location.,"metaphor. ""way"" refers to a route or path, not a physical road or highway.",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.0, 0.25, 0.125]"
literal. The church is physically separated from other buildings or structures.,"literal. Refers to a physical location, a church, that is geographically isolated.",0,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.0, 0.2, 0.09900990099009903]"
"literal. Specific location mentioned, part of physical landscape, not symbolic or abstract.","literal. ""church"" refers to a specific physical building, a place of worship.",0,"[0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2727272727272727, 0.0, 0.18181818181818182, 0.13636363636363635]"
"literal. Describes a physical structure, not a living being or object with personal agency.","literal. ""Its"" refers to a specific, tangible object (the tower).",0,"[0.14248453076221212, 1.4266737208830245e-308, 1.4266737208830245e-308, 1.4266737208830245e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.07936507936507937]"
literal. Describes the physical shape and appearance of the tower accurately.,literal. The description of the tower's shape and comparison to candle snuffers suggests a physical structure.,0,"[0.3333333333333333, 0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.7, 0.3333333333333333, 0.4, 0.48677248677248675]"
literal. Describing a physical structure.,literal. The description of the tower's shape and surroundings indicates a physical structure.,0,"[0.25, 0.18181818181818182, 0.10000000000000002, 2.2250738585072626e-308, 0.75, 0.6666666666666666, 0.75, 0.6134259259259259]"
metaphor. - emphasizes close proximity,"metaphor. ""Hugged"" describes a spatial relationship, conveying a sense of closeness and protection.",1,"[0, 0, 0, 0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.10416666666666667]"
"metaphor. To convey a sense of protection and closeness, like a mother hen with her chicks.","metaphor. ""Brood"" is used to describe a group of roofs, not baby birds.",1,"[0.12980013051190084, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.2, 0.0, 0.2, 0.10204081632653061]"
"literal. Literal description of physical size and shape, not comparing to something else.","literal. The roofs are compared in size, implying a physical, measurable difference.",0,"[0, 0, 0, 0, 0.25, 0.0, 0.08333333333333333, 0.04201680672268908]"
"literal. Descriptive, specific detail, literal depiction of architecture.",literal. The sentence describes a physical tower with a distinct shape and architectural features.,0,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]"
"literal. Describes physical appearance, specific and descriptive, no symbolic or abstract meaning intended.",literal. The comparison is to a specific object (candle snuffers) with a distinct shape.,0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.04132231404958677]"
metaphor. To describe the shape and visibility of the tower.,"metaphorical. ""candle snuffers"" is used to describe the shape of smaller roofs, not actual snuffers.",1,"[0.2857142857142857, 0.15384615384615385, 0.08333333333333333, 2.2250738585072626e-308, 0.5555555555555556, 0.375, 0.5555555555555556, 0.39157894736842114]"
"metaphor. Resemblance in shape and function, distinctive silhouette, stands out visually, easily identifiable from a distance.","metaphor. Comparing roofs to snuffers to convey unique shape, not actual snuffing function.",1,"[0, 0, 0, 0, 0.13333333333333333, 0.0, 0.13333333333333333, 0.0]"
"literal. Describes a concrete, physical structure, not an abstract concept or comparison.","literal. ""is"" links the subject to a descriptive predicate, stating a factual existence.",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.09090909090909091, 0.0, 0.09090909090909091, 0.04504504504504504]"
"literal. Due to its height and unique shape, it stands out against the landscape.",literal. The sentence describes a physical tower that can be seen from a distance.,0,"[0, 0, 0, 0, 0.07692307692307693, 0.0, 0.07692307692307693, 0.038461538461538464]"
"literal. Describing the tower's height and visibility, not using the word ""mile"" as a metaphor.","literal. The phrase ""visible for miles"" indicates a physical distance measurement.",0,"[0.06703200460356394, 1.491511611267286e-308, 1.491511611267286e-308, 1.491511611267286e-308, 0.26666666666666666, 0.0, 0.26666666666666666, 0.18790849673202614]"
"literal. Describing a specific place, not implying an alternate meaning or comparison.","literal. ""is"" links the subject to a descriptive phrase, stating a fact about the town.",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.09090909090909091, 0.0, 0.09090909090909091, 0.04424778761061947]"
"literal. Historic architecture, quaint shops, and narrow streets contribute to its charm.","metaphor. ""Charming"" describes the town's overall atmosphere, not a physical quality.",0,"[0, 0, 0, 0, 0.09090909090909091, 0.0, 0.09090909090909091, 0.0]"
literal. Describing the town's size and charm accurately without exaggeration.,"metaphor. ""Little"" conveys a sense of endearing quaintness, rather than physical size.",0,"[0, 0, 0, 0, 0.1, 0.0, 0.1, 0.0]"
"literal. Describing a physical location, not comparing it to anything else.",literal. Refers to a specific geographic location with physical characteristics.,0,"[0.2982797722714565, 1.991083571408152e-308, 1.991083571408152e-308, 1.991083571408152e-308, 0.4, 0.0, 0.2, 0.15151515151515152]"
"literal. ""there"" refers to a specific location in the town being described, providing clarity and specificity.","literal. Refers to a physical location, indicating the presence of shops and houses.",0,"[0.2596002610238016, 0.07080007118830953, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.4, 0.14285714285714285, 0.4, 0.30340136054421774]"
"literal. Describing physical aspects of the town, not implying existence or location.","literal. ""are"" refers to the existence of physical entities (shops, houses, streets, bell-tower).",0,"[0.3333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.36363636363636365, 0.0, 0.18181818181818182, 0.18018018018018017]"
literal. Describing quality or positive attributes of the shops and houses in the town.,"literal. ""Good"" describes the quality of shops, implying they are of high standard or satisfactory.",0,"[0.2857142857142857, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.0, 0.3076923076923077, 0.19083969465648856]"
"literal. Because it refers to actual stores in the town, not a figure of speech or metaphor.","literal. Refers to physical stores where goods are sold, describing the town's amenities.",0,"[0.17913282764344732, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.3125, 0.13333333333333333, 0.3125, 0.20232371794871798]"
"literal. ""a"" is used as an article to introduce singular nouns in this descriptive sentence.","literal. ""a"" refers to the town itself, a physical entity.",0,"[0.12750076016387393, 1.2766437377119805e-308, 1.2766437377119805e-308, 1.2766437377119805e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07407407407407407]"
literal. Indicating additional positive attributes or qualities of the town.,"literal. ""well"" is used to indicate ""in addition to"" or ""also"", connecting two phrases.",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.1595744680851064]"
literal. Describes architectural style of houses.,"literal. The phrase ""half-timbered houses"" describes a specific architectural style.",0,"[0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.8, 0.25, 0.6, 0.1851851851851852]"
"literal. Describing physical characteristics, not symbolic or abstract.",literal. Refers to physical structures with half-timbered features along the town's streets.,0,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.06756756756756757]"
"literal. The pronoun ""it"" refers to St Jean-d'Angely, not a metaphorical concept or object.","literal. ""its"" refers to the town's physical streets, a concrete noun.",0,"[0.22224546620451535, 0.08231313563130196, 1.6483752567447546e-308, 1.6483752567447546e-308, 0.26666666666666666, 0.07142857142857142, 0.2, 0.2485236220472441]"
"literal. Description of physical characteristics, not implying limitations or constrictions.",literal. Refers to the physical width of the streets in the town.,0,"[0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.0, 0.1111111111111111, 0.10869565217391303]"
"literal. The word ""old"" is used non-metaphorically to describe the age of the buildings.","literal. ""Old"" describes the physical age of the streets, not a abstract quality.",0,"[0.30668147154310776, 0.16728080265987696, 0.09200444146293235, 2.0471667756573244e-308, 0.42857142857142855, 0.23076923076923078, 0.42857142857142855, 0.436046511627907]"
"literal. Describing physical characteristics of town, not implying any deeper meaning or symbolism.",literal. Refers to physical roads or paths in the town's infrastructure.,0,"[0.1637461506155964, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.25, 0.0, 0.16666666666666666, 0.0847457627118644]"
"literal. The term ""spanned"" refers to physically crossing over or covering a space.","literal. ""spanned"" describes a physical bridge or arch connecting two points.",0,"[0.24561922592339458, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.3333333333333333, 0.0, 0.25, 0.1694915254237288]"
literal. It refers to the age and historical significance of the bell tower.,"literal. ""Ancient"" describes the bell-tower's age, implying it is centuries old.",0,"[0.08187307530779821, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.4166666666666667, 0.18181818181818182, 0.25, 0.0847457627118644]"
"literal. Literal description of physical structure in town, not symbolic or metaphorical.","literal. The sentence describes a physical structure in a town, indicating a real bell-tower.",0,"[0.30769230769230765, 0.16666666666666669, 0.0909090909090909, 2.2250738585072626e-308, 0.36363636363636365, 0.2, 0.36363636363636365, 0.3348214285714286]"
"literal. Short for ""there is"" or ""there are"" to indicate existence or presence.","literal. ""There's"" is used to indicate the physical presence of objects.",0,"[0.1637461506155964, 0.09097008367533131, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.4166666666666667, 0.09090909090909091, 0.4166666666666667, 0.21657250470809788]"
literal. It is used to add additional information about the various church buildings.,"literal. ""also"" connects two separate, concrete entities (fountain and conglomeration of church buildings).",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.09090909090909091, 0.16666666666666666, 0.041666666666666664]"
literal. Describing physical elements of the setting.,"literal. The context describes a physical structure, a Renaissance-style fountain, in a specific location.",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.0, 0.3333333333333333, 0.2238805970149254]"
literal. To emphasize the unusual combination of church buildings and their different styles.,"metaphor. ""Extremely"" intensifies ""odd"" to convey a strong sense of peculiarity.",0,"[0.08187307530779821, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0847457627118644]"
metaphor. Different architectural styles and time periods combined in a unique and unusual way.,"literal. ""odd"" describes an unusual combination of church buildings, emphasizing their peculiarity.",1,"[0.0757957198250164, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.15384615384615385, 0.0, 0.07692307692307693, 0.07812500000000001]"
literal. Describing physical collection or grouping of different church buildings and structures.,literal. Refers to a physical grouping of church buildings with different characteristics.,0,"[0.5454545454545454, 0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5454545454545454, 0.2, 0.45454545454545453, 0.46464646464646464]"
literal. Describing physical structures.,literal. Refers to a physical building with religious significance.,0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.14285714285714288]"
literal. Describing physical structures or constructions.,literal. Refers to physical structures with distinct architectural features.,0,"[0.25, 0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.25, 0.4, 0.3537735849056604]"
literal. Because it is describing the physical components that make up the group of church buildings.,"literal. ""Comprising"" describes the physical components of the conglomeration of church buildings.",0,"[0.4423643180720138, 0.27805757135955156, 0.1544764285330842, 1.54674658298039e-308, 0.5333333333333333, 0.35714285714285715, 0.5333333333333333, 0.5334974315068493]"
